probe_id,mean_control,mean_dmd,log2FC
211742_s_at,4.508766625666667,7.4847016518750005,2.975935026208333
204438_at,6.238551997666666,9.21379368375,2.9752416860833337
225975_at,5.4817915306666665,8.4567260699375,2.9749345392708344
235199_at,4.0919016875,7.064562327124999,2.9726606396249986
214110_s_at,5.7310385770000005,8.69824315975,2.967204582749999
231726_at,3.4482736458333334,6.414712003875,2.9664383580416662
227984_at,4.240028523166667,7.2046957836875,2.964667260520833
224396_s_at,5.707285163166667,8.6708587086875,2.963573545520834
232024_at,3.946959753,6.909919947124999,2.9629601941249994
223170_at,4.178684854,7.141053447125,2.9623685931249994
221766_s_at,6.401547293333334,9.363676739437501,2.962129446104167
215388_s_at,7.6824804155,10.643223128125,2.9607427126249997
202388_at,6.672774161666666,9.633175465875,2.960401304208334
214453_s_at,4.872470960166667,7.830614476062501,2.9581435158958342
209728_at,4.631896497166667,7.586028694125001,2.9541321969583336
211571_s_at,5.638455650166667,8.588244958125001,2.9497893079583344
216598_s_at,5.818082850499999,8.76262133025,2.9445384797500003
209541_at,8.041712062499998,10.982115761000001,2.9404036985000026
226837_at,5.011187257666666,7.9493834885,2.9381962308333334
236114_at,3.8633274508333333,6.8007805775625005,2.9374531267291673
1557527_at,2.5543148908333335,5.491088948,2.9367740571666663
232898_at,4.012557545,6.948440453500001,2.935882908500001
216379_x_at,5.5126170265,8.4473902843125,2.934773257812499
221698_s_at,3.556329813833333,6.4888130573125,2.932483243479167
204976_s_at,4.2631128295,7.193952359875,2.9308395303750006
224583_at,4.347618528666666,7.2765191295,2.928900600833334
204114_at,6.1021571865,9.027984034375,2.9258268478750002
206624_at,4.500980258999999,7.424464066812501,2.9234838078125014
219740_at,3.147547798833333,6.0698284734375,2.922280674604167
212543_at,3.1983229059999996,6.1187720955,2.9204491895
221447_s_at,4.757625617666666,7.672167297374998,2.914541679708332
220952_s_at,4.791078897833334,7.705458237375,2.914379339541666
221802_s_at,3.2966183399999998,6.2087016021875,2.9120832621875006
207808_s_at,6.3811101245,9.289595067187499,2.9084849426874984
201212_at,7.003221691833333,9.910776992375,2.9075553005416674
221556_at,4.661495259333333,7.568983046562499,2.907487787229166
224950_at,3.7456295668333333,6.647765335625,2.902135768791667
202589_at,4.060823238,6.9619788604999995,2.9011556224999993
204026_s_at,3.0434080414999998,5.9445511465625005,2.9011431050625007
226913_s_at,4.226928910000001,7.1278957956875,2.9009668856874997
211341_at,3.125196581833333,6.0223605475625,2.8971639657291672
204051_s_at,6.616369393,9.512492788687501,2.8961233956875008
235733_at,3.7060952015,6.5993007193125,2.8932055178124996
220122_at,4.861363131,7.75298926775,2.8916261367500002
201843_s_at,5.179754625,8.070065666187501,2.890311041187501
1554018_at,2.669821669166667,5.550289183437499,2.880467514270832
203554_x_at,2.9834202384999995,5.863698418249999,2.88027817975
203455_s_at,6.832136498666667,9.7119639825,2.879827483833333
213056_at,5.1425790010000005,8.0204544264375,2.877875425437499
201798_s_at,6.61512762,9.491971869062498,2.876844249062498
224973_at,3.850836429833333,6.726647762562502,2.875811332729169
228260_at,3.275595118,6.1505502493750015,2.8749551313750015
208850_s_at,4.331117115,7.2058118569375,2.8746947419375006
224901_at,4.161460078833334,7.029239934749999,2.867779855916665
226641_at,4.4991028005,7.366868348812501,2.8677655483125006
223501_at,4.513993578166667,7.3773897055625,2.8633961273958333
205624_at,4.764677958499999,7.626155389562499,2.8614774310625
237189_at,4.606156341666667,7.4676032254375,2.8614468837708333
1554899_s_at,4.286320800833334,7.147037277124999,2.860716476291665
210895_s_at,2.7666139331666666,5.6259359743125,2.8593220411458335
203104_at,5.710670193666666,8.5687089939375,2.858038800270834
213725_x_at,3.9646726714999994,6.819622981812499,2.8549503103124994
203939_at,5.322493405166667,8.176655678374999,2.854162273208332
226677_at,4.997713850833333,7.8511279993125,2.8534141484791675
204057_at,4.4964703550000005,7.348553859125,2.852083504125
217525_at,5.4862779323333335,8.337119002312502,2.850841069979168
205098_at,3.5477843596666663,6.396868151750001,2.8490837920833343
221666_s_at,3.9191374561666663,6.7663227761875016,2.8471853200208352
211577_s_at,6.338552303666666,9.180727673437499,2.8421753697708327
228654_at,2.954332583333333,5.79328088375,2.8389483004166665
217889_s_at,4.672768623333334,7.51108972075,2.8383210974166664
220327_at,4.424730438166666,7.2595119210000005,2.8347814828333346
226150_at,2.678447115833333,5.5124455785,2.8339984626666674
204036_at,6.0068833191666675,8.837438884875,2.830555565708333
209841_s_at,4.131312812166667,6.961742184125,2.830429371958333
201505_at,7.917834488833333,10.747385351250001,2.829550862416668
1569872_a_at,5.015721365666667,7.842718916312499,2.8269975506458325
201137_s_at,8.6646346135,11.491389863124999,2.8267552496249984
202437_s_at,4.735010832166666,7.5560898831875,2.821079051020834
204584_at,3.0273981926666664,5.842462437875,2.815064245208333
232584_at,3.4697513285000006,6.2757359505,2.805984621999999
201720_s_at,5.182888476666666,7.988778916375001,2.8058904397083344
204416_x_at,6.023773534333333,8.8271564179375,2.8033828836041668
202953_at,4.524402789333333,7.3239280049375,2.7995252156041666
227628_at,5.376604664666666,8.175456030625,2.798851365958334
211651_s_at,6.955376369833334,9.751683368250001,2.796306998416667
225496_s_at,6.321094045333333,9.112132733249998,2.7910386879166653
201069_at,8.0303104895,10.819526384625,2.7892158951250003
223854_at,2.7145535671666665,5.5030060774375,2.7884525102708335
206101_at,7.000618452000001,9.7883285691875,2.7877101171874994
229390_at,3.219945531833334,6.005866846499999,2.7859213146666653
205479_s_at,5.188155608333333,7.972134572749999,2.783978964416666
209542_x_at,6.9547720465,9.737638669187499,2.782866622687499
209318_x_at,7.5677148385,10.3502881499375,2.7825733114375
209167_at,6.033486587333333,8.8128419251875,2.7793553378541676
227059_at,4.538806247833333,7.314990280437499,2.7761840326041662
213125_at,6.785817253166667,9.56089915375,2.7750819005833334
209310_s_at,4.795838276833334,7.565507192875,2.769668916041666
205433_at,4.634604713999999,7.402949953875,2.768345239875001
220416_at,2.8809819478333334,5.649222134,2.768240186166667
202376_at,4.452772115333333,7.2133763476874995,2.760604232354167
209821_at,5.1391357121666665,7.8995708191250005,2.760435106958334
209040_s_at,4.518263985833333,7.27859205125,2.760328065416667
203087_s_at,4.5066446295,7.2663431720624985,2.7596985425624982
235077_at,2.8866071728333336,5.646180693437499,2.759573520604165
218002_s_at,9.380907681833333,12.140367856249998,2.759460174416665
209583_s_at,3.4786926618333336,6.23782738125,2.759134719416666
209392_at,6.747178341833334,9.505586251187498,2.7584079093541645
225626_at,4.874637532166666,7.629283043562499,2.7546455113958332
203139_at,5.0504708265,7.803820491375,2.7533496648750004
210889_s_at,4.1555627306666665,6.907429034999998,2.7518663043333316
205728_at,3.4482737895,6.198343097687501,2.750069308187501
205422_s_at,5.973380718833333,8.722049521812497,2.7486688029791644
201416_at,4.136431819833333,6.8840308843125,2.747599064479167
235616_at,4.475161818,7.2223502431250015,2.7471884251250014
200665_s_at,10.5727821,13.31869234125,2.74591024125
210794_s_at,6.030854492833334,8.774534242062499,2.743679749229165
227376_at,4.135268565833334,6.874774704625,2.7395061387916657
218883_s_at,3.7305677593333333,6.463532178625001,2.7329644192916676
207480_s_at,2.8936051631666664,5.625691656312501,2.7320864931458346
204017_at,5.430124524,8.16153998775,2.7314154637500003
234994_at,3.219166493,5.9477878750625,2.7286213820625
212190_at,6.9143349768333335,9.6417283611875,2.7273933843541665
227444_at,5.287467751833333,8.014535378062499,2.727067626229166
243932_at,3.3089050879999995,6.033053050937501,2.7241479629375016
215513_at,5.301812107666667,8.0258143240625,2.7240022163958333
226522_at,5.9313304575,8.65469002375,2.72335956625
219087_at,8.94567865,11.668975224374998,2.7232965743749986
212353_at,4.890072962333334,7.6108709541875,2.720797991854166
202421_at,3.815634235166667,6.535516053999999,2.7198818188333314
202202_s_at,6.371666927333333,9.090958006375,2.7192910790416676
201422_at,6.009073642000001,8.72818371475,2.7191100727499986
226568_at,4.6418137785,7.358493965625,2.7166801871249993
227370_at,4.425473488833333,7.141836549,2.7163630601666666
210982_s_at,8.932266163333333,11.646462400000003,2.7141962366666696
240665_at,2.7449409418333333,5.458994349875,2.7140534080416665
204787_at,5.3827180661666665,8.0941192135625,2.7114011473958337
229554_at,4.626488765333334,7.335520998437499,2.709032233104165
235355_at,2.4541690309999997,5.161707366375,2.7075383353750007
242584_at,3.831636789833333,6.538292651250001,2.706655861416668
202803_s_at,5.398326998333334,8.1043240114375,2.7059970131041657
210839_s_at,4.686575597,7.3914222010624995,2.7048466040624994
209869_at,3.0890621245,5.784665174875,2.6956030503750004
228772_at,4.6079198938333334,7.301853991937499,2.6939340981041653
211366_x_at,4.039342221333333,6.732608158374999,2.693265937041666
201850_at,3.2729427448333333,5.964568442875,2.6916256980416664
240244_at,8.121019521166666,10.8110958698125,2.6900763486458334
209168_at,3.792834131833333,6.4825157710625,2.689681639229167
201185_at,7.288370052833334,9.976312781562502,2.687942728729168
206227_at,7.904603676000001,10.592127854062499,2.687524178062498
206070_s_at,3.6342460918333335,6.317942634812499,2.6836965429791655
208096_s_at,7.090966899500001,9.7729807274375,2.6820138279374985
212658_at,3.707517909,6.382625492125,2.6751075831250004
201280_s_at,8.004693282333333,10.67724845375,2.6725551714166667
208335_s_at,5.165395337166666,7.832481026249999,2.6670856890833328
232568_at,4.523538434500001,7.18988441275,2.666345978249999
202957_at,4.696958075833333,7.3605737971875,2.6636157213541667
219574_at,3.748714746833333,6.4006632926250004,2.6519485457916674
201278_at,7.061029399666666,9.7109165666875,2.6498871670208333
205071_x_at,3.2774641533333333,5.9264679161250005,2.649003762791667
225353_s_at,6.201114998333334,8.848158602625,2.6470436042916665
203355_s_at,4.085166763333333,6.729949311375001,2.6447825480416682
227300_at,2.6801113905,5.3243969413125,2.6442855508125
226545_at,5.034048428833334,7.6783263175625,2.6442778887291665
211776_s_at,5.343812313166667,7.988041483062501,2.6442291698958345
205226_at,7.109862718333333,9.752606464000001,2.6427437456666683
218876_at,6.835600207666666,9.4772254905625,2.6416252828958333
202664_at,6.514415365166665,9.15592776675,2.641512401583335
229580_at,5.512445859,8.15016736475,2.637721505750001
218232_at,6.084345255833333,8.7215360740625,2.6371908182291675
229498_at,4.235573338,6.868930584125,2.6333572461249997
225710_at,7.088444465666666,9.721073006937502,2.6326285412708357
1563462_at,6.253515959833333,8.8780312555,2.624515295666667
1557411_s_at,4.2140601491666665,6.8376479408750015,2.623587791708335
241029_at,3.725801103333333,6.347814570124999,2.622013466791666
203637_s_at,4.731918027,7.3505290139375,2.6186109869375
201438_at,10.543611526000001,13.1596860675,2.616074541499998
213869_x_at,5.133282341666667,7.7491837747500005,2.6159014330833337
233314_at,3.3340781404999995,5.9464327385625,2.6123545980625003
211864_s_at,5.451580988333333,8.0597119025625,2.608130914229166
242641_at,2.616303787666667,5.222561319562499,2.606257531895832
225897_at,7.493794930333332,10.097510229749998,2.603715299416666
202901_x_at,3.941663844166667,6.5446411402499995,2.6029772960833326
208650_s_at,3.7626181088333333,6.364914800625,2.6022966917916666
224374_s_at,3.4961722463333333,6.097855552125001,2.6016833057916675
211656_x_at,4.969829537,7.5714006613125,2.6015711243124997
1562321_at,5.783550310666667,8.381973773624999,2.5984234629583325
201579_at,5.8802112131666675,8.477180608874999,2.5969693957083315
233392_at,3.229731667833334,5.8261286495,2.596396981666666
215051_x_at,6.168039443333334,8.759110416875,2.591070973541666
202992_at,4.855250625333333,7.4449783163125005,2.589727690979167
226384_at,3.1953330891666667,5.7845944952499995,2.5892614060833328
215440_s_at,5.114237459166667,7.700471767625,2.5862343084583337
203561_at,4.038729023666668,6.623783599875,2.585054576208332
203741_s_at,5.088342923666667,7.6725952614374995,2.584252337770833
209970_x_at,5.2425227685,7.826514394187501,2.583991625687501
203185_at,4.415580460666667,6.998606983999999,2.5830265233333325
210260_s_at,4.546105791333334,7.128459724124999,2.5823539327916656
202888_s_at,3.109755635333333,5.691867660999999,2.582112025666666
208109_s_at,4.5489277415,7.1285503436874995,2.5796226021874995
226875_at,4.9300562035,7.5034887081875,2.5734325046874993
212092_at,3.2214729985,5.794832539749999,2.573359541249999
219759_at,4.051629031333333,6.623272883,2.571643851666667
