probe_id,gene_symbol,entrez_id
220894_x_at,PRDM12,59335.0
220895_at,USP29,57663.0
220896_at,FBXL18,80028.0
220897_at,,
220898_at,,
220899_at,,
220900_at,RP11-549J18.1,
220901_at,GPR157,80045.0
220902_at,,
220903_at,GFM1,85476.0
220904_at,LINC00574,80069.0
220905_at,,
220906_at,,
220907_at,GPR110,266977.0
220908_at,CCDC33,80125.0
220909_at,TRIM46,80128.0
220910_at,FRAS1,80144.0
220911_s_at,NYNRIN,57523.0
220912_at,,
220913_at,,
220914_at,AK021933,
220915_s_at,AK021933,
220916_at,,
220917_s_at,WDR19,57728.0
220918_at,RUNX1-IT1,80215.0
220919_s_at,WDR96,80217.0
220920_at,ATP10B,23120.0
220921_at,SPANXB1,728695.0
220922_s_at,SPANXA1 /// SPANXA2 /// SPANXB1 /// SPANXC,30014.0
220923_s_at,PNMA3,29944.0
220924_s_at,SLC38A2,54407.0
220925_at,NAA35,60560.0
220926_s_at,EDEM3,80267.0
220927_s_at,HPSE2,60495.0
220928_s_at,PRDM16,63976.0
220929_at,GALNT8,26290.0
220930_s_at,SMIM2,79024.0
220931_at,SMIM2,79024.0
220932_at,,
220933_s_at,ZCCHC6,79670.0
220934_s_at,TMEM223,79064.0
220935_s_at,CDK5RAP2,55755.0
220936_s_at,H2AFJ,55766.0
220937_s_at,ST6GALNAC4,27090.0
220938_s_at,GMEB1,10691.0
220939_s_at,DPP8,54878.0
220940_at,ANKRD36B,57730.0
220941_s_at,C21orf91,54149.0
220942_x_at,FAM162A,26355.0
220943_s_at,NDUFAF7,55471.0
220944_at,PGLYRP4,57115.0
220945_x_at,MANSC1,54682.0
220946_s_at,SETD2,29072.0
220947_s_at,TBC1D10B,26000.0
220948_s_at,ATP1A1,476.0
220949_s_at,C7orf49,78996.0
220950_s_at,KANSL3,55683.0
220951_s_at,A1CF,29974.0
220952_s_at,PLEKHA5,54477.0
220953_s_at,MTMR12,54545.0
220954_s_at,MIR6840 /// PILRB /// STAG3L5P-PVRIG2P-PILRB,29990.0
220955_x_at,RAB23,51715.0
220956_s_at,EGLN2 /// RAB4B-EGLN2,112398.0
220957_at,CTAGE1,64693.0
220958_at,ULK4,54986.0
220959_s_at,OBP2A /// OBP2B,29989.0
220960_x_at,RPL22,6146.0
220961_s_at,TBRG4,9238.0
220962_s_at,PADI1,29943.0
220963_s_at,RSG1,79363.0
220964_s_at,RAB1B,81876.0
220965_s_at,RSPH6A,81492.0
220966_x_at,ARPC5L,81873.0
220967_s_at,ZNF696,79943.0
220968_s_at,TSPAN9,10867.0
220969_s_at,,
220970_s_at,KRTAP2-3 /// KRTAP2-4,85294.0
220971_at,IL25,64806.0
220972_s_at,KRTAP9-9,81870.0
220973_s_at,SHARPIN,81858.0
220974_x_at,SFXN3,81855.0
220975_s_at,C1QTNF1,114897.0
220976_s_at,KRTAP1-1,81851.0
220977_x_at,EPB41L5,57669.0
220978_at,KRTAP1-3,81850.0
220979_s_at,ST6GALNAC5,81849.0
220980_s_at,ADPGK,83440.0
220981_x_at,NXF2 /// NXF2B,56001.0
220982_s_at,SPACA1,81833.0
220983_s_at,MIR612 /// NEAT1,283131.0
220984_s_at,SLCO5A1,81796.0
220985_s_at,RNF170,81790.0
220986_s_at,TIGD6,81789.0
220987_s_at,AKIP1 /// NUAK2,56672.0
220988_s_at,C1QTNF3,114899.0
220989_s_at,AMN,81693.0
220990_s_at,MIR21 /// VMP1,81671.0
220991_s_at,RNF32,140545.0
220992_s_at,TRMT1L,81627.0
220993_s_at,GPR63,81491.0
220994_s_at,STXBP6,29091.0
220995_at,STXBP6,29091.0
220996_s_at,SHCBP1L,81626.0
220997_s_at,DIAPH3,81624.0
220998_s_at,UNC93B1,81622.0
220999_s_at,CYFIP2,26999.0
221000_s_at,KAZALD1,81621.0
221001_at,C15orf49,
221002_s_at,TSPAN14,81619.0
221003_s_at,CAB39L,81617.0
221004_s_at,ITM2C,81618.0
221005_s_at,PTDSS2,81490.0
221006_s_at,SNX27,81609.0
221007_s_at,FIP1L1,81608.0
221008_s_at,ETNPPL,64850.0
221009_s_at,ANGPTL4,51129.0
221010_s_at,SIRT5,23408.0
221011_s_at,LBH,81606.0
221012_s_at,TRIM8,81603.0
221013_s_at,APOL2,23780.0
221014_s_at,RAB33B,83452.0
221015_s_at,CDADC1,81602.0
221016_s_at,TCF7L1,83439.0
221017_s_at,LRRC3,81543.0
221018_s_at,TDRD1,56165.0
221019_s_at,COLEC12,81035.0
221020_s_at,SLC25A32,81034.0
221021_s_at,CTNNBL1,56259.0
221022_s_at,PMFBP1,83449.0
221023_s_at,KCNH6,81033.0
221024_s_at,SLC2A10,81031.0
221025_x_at,PUS7L,83448.0
221026_s_at,SCRT1,83482.0
221027_s_at,PLA2G12A,81579.0
221028_s_at,GFOD2,81577.0
221029_s_at,WNT5B,81029.0
221030_s_at,ARHGAP24,83478.0
221031_s_at,APOLD1,81575.0
221032_s_at,TMPRSS5,80975.0
221033_s_at,RNF17,56163.0
221034_s_at,TEX13B,56156.0
221035_s_at,TEX14,56155.0
221036_s_at,APH1B,83464.0
221037_s_at,SLC25A31,83447.0
221038_at,,
221039_s_at,ASAP1,50807.0
221040_at,CAPN10,11132.0
221041_s_at,SLC17A5,26503.0
221042_s_at,CLMN,79789.0
221043_at,,
221044_s_at,TRIM34 /// TRIM6-TRIM34,53840.0
221045_s_at,PER3,8863.0
221046_s_at,GTPBP8,29083.0
221047_s_at,MARK1,4139.0
221048_x_at,C17orf80,55028.0
221049_s_at,POLL,27343.0
221050_s_at,GTPBP2,54676.0
221051_s_at,NMRK2,27231.0
221052_at,TDRKH,11022.0
221053_s_at,TDRKH,11022.0
221054_s_at,TCL6,27004.0
221056_x_at,EPS15L1,58513.0
221057_at,SPATA1,100505741.0
221058_s_at,CKLF,51192.0
221059_s_at,COTL1,23406.0
221060_s_at,TLR4,7099.0
221061_at,PKD2L1,9033.0
221062_at,HS3ST3B1,9953.0
221063_x_at,RNF123,63891.0
221064_s_at,UNKL,64718.0
221065_s_at,CHST8,64377.0
221066_at,RXFP3,51289.0
221067_s_at,SPX,80763.0
221068_at,KANK2,25959.0
221069_s_at,TACO1,51204.0
221070_s_at,CCAR2,57805.0
221071_at,,
221072_at,GSN-AS1,57000.0
221073_s_at,NOD1,10392.0
221074_at,,
221075_s_at,NCR2,9436.0
221076_at,PELO,53918.0
221077_at,ARMC4,55130.0
221078_s_at,CCDC88A,55704.0
221079_s_at,METTL2A /// METTL2B,55798.0
221080_s_at,DENND1C,79958.0
221081_s_at,DENND2D,79961.0
221082_s_at,NDRG3,57446.0
221083_at,KCNQ4,9132.0
221084_at,HTR3B,9177.0
221085_at,TNFSF15,9966.0
221086_s_at,FEZF2,55079.0
221087_s_at,APOL3,80833.0
221088_s_at,PPP1R9A,55607.0
221089_at,NOX3,50508.0
221090_s_at,OGFOD1,55239.0
221091_at,INSL5,10022.0
221092_at,IKZF3,22806.0
221093_at,BRD7P3,23629.0
221094_s_at,ELP3,55140.0
221095_s_at,KCNE2,9992.0
221096_s_at,TMCO6,55374.0
221097_s_at,KCNMB2,10242.0
221098_x_at,UTP14A,10813.0
221099_at,,
221100_at,C6orf15,29113.0
221101_at,,
221102_s_at,TRPM6,140803.0
221103_s_at,WDR52,55779.0
221104_s_at,NIPSNAP3B,55335.0
221105_at,,
221106_at,SLC22A17,51310.0
221107_at,CHRNA9,55584.0
221108_at,DRICH1,51233.0
221109_at,LOC100506571,100506571.0
221110_x_at,PDE11A,50940.0
221111_at,IL26,55801.0
221112_at,IL1RAPL2,26280.0
221113_s_at,WNT16,51384.0
221114_at,AMBN,258.0
221115_s_at,LENEP,55891.0
221116_at,,
221117_at,,
221118_at,PKD2L2,27039.0
221119_at,ARHGEF38,54848.0
221120_at,,
221121_at,CT55,54967.0
221122_at,HRASLS2,54979.0
221123_x_at,FBXO16 /// ZNF395,55893.0
221124_s_at,VSX1,30813.0
221125_s_at,KCNMB3,27094.0
221126_at,DKK3,27122.0
221127_s_at,DKK3,27122.0
221128_at,ADAM19,8728.0
221129_at,FAM215A,23591.0
221130_s_at,,
221131_at,A4GNT,51146.0
221132_at,CLDN18,51208.0
221133_s_at,CLDN18,51208.0
221134_at,ANGPT4,51378.0
221135_s_at,ASTE1,28990.0
221136_at,GDF2,2658.0
221137_at,,
221138_s_at,,
221139_s_at,CSAD,51380.0
221140_s_at,GPR132,29933.0
221141_x_at,EPN1,29924.0
221142_s_at,PECR,55825.0
221143_at,RPA4,29935.0
221144_at,,
221145_at,,
221146_at,,
221147_x_at,WWOX,51741.0
221148_at,RP11-457I16.2,
221149_at,C5AR2,27202.0
221150_at,MEPE,56955.0
221151_at,PRDM9,56979.0
221152_at,COL8A1,1295.0
221153_s_at,,
221154_at,TRIM49 /// TRIM49C,57093.0
221155_x_at,,
221156_x_at,CCPG1,9236.0
221157_s_at,FBXO24,26261.0
221158_at,PAXBP1,94104.0
221159_at,,
221160_s_at,CABP5,56344.0
221161_at,ASCL3,56676.0
221162_at,HHLA1,10086.0
221163_s_at,MLXIPL,51085.0
221164_x_at,CHST5,23563.0
221165_s_at,IL22,50616.0
221166_at,FGF23,8074.0
221167_s_at,CCDC70,83446.0
221168_at,PRDM13,59336.0
221169_s_at,HRH4,59340.0
221170_at,HRH4,59340.0
221171_at,CCDC30,728621.0
221172_at,C7orf69,80099.0
221173_at,USH1C,10083.0
221174_at,,
221175_at,C3orf36,80111.0
221176_x_at,,
221177_at,MIA2,117153.0
221178_at,BAIAP2L2,80115.0
221179_at,PRORY,100533178.0
221180_at,MAP3K19,80122.0
221181_at,,
221182_at,MROH9,80133.0
221183_at,LOC100507388,100507388.0
221184_at,,
221185_s_at,IQCG,84223.0
221186_at,LOC100131532,100131532.0
221187_s_at,FUZ,80199.0
221188_s_at,CIDEB,27141.0
221189_s_at,MIR6878 /// TARS2,80222.0
221190_s_at,C18orf8,29919.0
221191_at,STAG3L3,442578.0
221192_x_at,MFSD11,79157.0
221193_s_at,ZCCHC10,54819.0
221194_s_at,RNFT1 /// TBC1D3P1-DHX40P1,51136.0
221195_at,RNFT1,51136.0
221196_x_at,BRCC3,79184.0
221197_s_at,CHAT,1103.0
221198_at,SCT,6343.0
221199_at,GFRA4,64096.0
221200_at,ERVK3-2,100862697.0
221201_s_at,ZNF155,7711.0
221202_at,,
221203_s_at,YEATS2,55689.0
221204_s_at,CRTAC1,55118.0
221205_at,,
221206_at,PMS2 /// PMS2CL,5395.0
221207_s_at,NBEA,26960.0
221208_s_at,MSANTD2,79684.0
221209_s_at,OTOR,56914.0
221210_s_at,NPL,80896.0
221211_s_at,MAP3K7CL,56911.0
221212_x_at,PBRM1,55193.0
221213_s_at,LOC145783 /// ZNF280D,54816.0
221214_s_at,MIR7114 /// NSMF,26012.0
221215_s_at,RIPK4,54101.0
221216_s_at,SCMH1,22955.0
221217_s_at,RBFOX1,54715.0
221218_s_at,TPK1,27010.0
221219_s_at,KLHDC4,54758.0
221220_s_at,SCYL2,55681.0
221221_s_at,KLHL3,26249.0
221222_s_at,C1orf56,54964.0
221223_x_at,CISH,1154.0
221224_s_at,DCAKD,79877.0
221225_at,DCAKD,79877.0
221226_s_at,ASIC4,55515.0
221227_x_at,COQ3,51805.0
221228_s_at,,
221229_s_at,TRMT61B,55006.0
221230_s_at,ARID4B,51742.0
221231_s_at,NRDE2,55051.0
221232_s_at,ANKRD2,26287.0
221233_s_at,FAM135A,57579.0
221234_s_at,BACH2,60468.0
221235_s_at,TGFBRAP1,9392.0
221236_s_at,STMN4,81551.0
221237_s_at,OSBP2,23762.0
221238_at,HMGN5,79366.0
221239_s_at,FCRL2,79368.0
221240_s_at,B3GNT4,79369.0
221241_s_at,BCL2L14,79370.0
221242_at,,
221243_s_at,PRO1596,29013.0
221244_s_at,PDPK1,5170.0
221245_s_at,FZD5,7855.0
221246_x_at,TNS1,7145.0
221247_s_at,WBSCR16,81554.0
221248_s_at,WHSC1L1,54904.0
221249_s_at,FAM117A,81558.0
221250_s_at,MXD3,83463.0
221251_x_at,INO80B /// INO80B-WBP1,83444.0
221252_s_at,GSG1,83445.0
221253_s_at,BLOC1S5-TXNDC5 /// TXNDC5,81567.0
221254_s_at,PITPNM3,83394.0
221255_s_at,EMC6,83460.0
221256_s_at,HDHD3,81932.0
221257_x_at,FBXO38,81545.0
221258_s_at,KIF18A,81930.0
221259_s_at,TEX11,56159.0
221260_s_at,CSRNP2,81566.0
221261_x_at,MAGED4 /// MAGED4B /// SNORA11D /// SNORA11E,81557.0
221262_s_at,SLC2A11,66035.0
221263_s_at,SF3B5,83443.0
221264_s_at,TARDBP,23435.0
221265_s_at,VWA9,81556.0
221266_s_at,DCSTAMP,81501.0
221267_s_at,ABHD17A,81926.0
221268_s_at,SGPP1,81537.0
221269_s_at,SH3BGRL3,83442.0
221270_s_at,QTRT1,81890.0
221271_at,IL21,59067.0
221272_s_at,C1orf21,81563.0
221273_s_at,RNF208,727800.0
221274_s_at,LMAN2L,81562.0
221275_s_at,,
221276_s_at,SYNC,81493.0
221277_s_at,PUS3,83480.0
221278_at,HOXB8,3218.0
221279_at,GDAP1,54332.0
221280_s_at,PARD3,56288.0
221281_at,SRC,6714.0
221282_x_at,RUNX2,860.0
221283_at,RUNX2,860.0
221284_s_at,SRC,6714.0
221285_at,ST8SIA2,8128.0
221286_s_at,MZB1,51237.0
221287_at,RNASEL,6041.0
221288_at,GPR22,2845.0
221289_at,DLX6,1750.0
221290_s_at,MUM1,84939.0
221291_at,ULBP2,80328.0
221292_at,PTCH2,8643.0
221293_s_at,DEF6,50619.0
221294_at,GPR21,2844.0
221295_at,CIDEA,1149.0
221296_at,TECTA,7007.0
221297_at,GPRC5D,55507.0
221298_s_at,SLC22A8,9376.0
221299_at,GPR173,54328.0
221300_at,NPAP1,23742.0
221301_at,VWA7,80737.0
221302_at,KLF15,28999.0
221303_at,PCDHB1,29930.0
221304_at,UGT1A1 /// UGT1A3 /// UGT1A5 /// UGT1A8 /// UGT1A9,54576.0
221305_s_at,UGT1A1 /// UGT1A3 /// UGT1A5 /// UGT1A8 /// UGT1A9,54576.0
221306_at,GPR27,2850.0
221307_at,KCNIP1,30820.0
221308_at,FRS2,10818.0
221309_at,RBM17,84991.0
221310_at,FGF14,2259.0
221311_x_at,LYRM2,57226.0
221312_at,GLP2R,9340.0
221313_at,GPR52,9293.0
221314_at,GDF9,2661.0
221315_s_at,FGF22,27006.0
221316_at,CATSPERG,57828.0
221317_x_at,PCDHB6,56130.0
221318_at,NEUROD4,58158.0
221319_at,PCDHB8,56128.0
221320_at,BCL2L10,10017.0
221321_s_at,KCNIP2,30819.0
221322_at,NPVF,64111.0
221323_at,ULBP1,80329.0
221324_at,TAS2R1,50834.0
221325_at,KCNK13,56659.0
221326_s_at,TUBD1,51174.0
221327_s_at,LOC101060233 /// OPN1LW /// OPN1MW /// OPN1MW2,2652.0
221328_at,CLDN17,26285.0
221329_at,OR52A1,23538.0
221330_at,CHRM2,1129.0
221331_x_at,CTLA4,1493.0
221332_at,BMP15,9210.0
221333_at,FOXP3,50943.0
221334_s_at,FOXP3,50943.0
221335_x_at,SMG9,56006.0
221336_at,ATOH1,474.0
221337_s_at,ADAM29 /// LOC101928551,11086.0
221338_at,LY6G6E,79136.0
221339_at,OR10C1,442194.0
221340_at,CDX4,1046.0
221341_s_at,OR1D5,8386.0
221342_at,C6orf25,80739.0
221343_at,OR11A1,26531.0
221344_at,OR12D2,26529.0
221345_at,FFAR2,2867.0
221346_at,OR10J1,26476.0
221347_at,CHRM5,1133.0
221348_at,NPPC,4880.0
221349_at,VPREB1,7441.0
221350_at,HOXC8,3224.0
221351_at,HTR1A,3350.0
221352_at,,
221353_at,OR3A1,4994.0
221354_s_at,MCHR1,2847.0
221355_at,CHRNG,1146.0
221356_x_at,P2RX2,22953.0
221357_at,CHRM4,1132.0
221358_at,NPBWR2,2832.0
221359_at,GDNF,2668.0
221360_s_at,GHSR,2693.0
221361_at,OMP,4975.0
221362_at,HTR5A,3361.0
221363_x_at,GPR25,2848.0
221364_at,GRID2,2895.0
221365_at,MLNR,2862.0
221366_at,NKX6-1,4825.0
221367_at,MOS,4342.0
221368_at,NEU2,4759.0
221369_at,MTNR1A,4543.0
221370_at,ZNF717,100131827.0
221371_at,TNFSF18,8995.0
221372_s_at,P2RX2,22953.0
221373_x_at,PSPN,5623.0
221374_at,FGF16,8823.0
221375_at,OR1G1,8390.0
221376_at,FGF17,8822.0
221377_s_at,RBPJL,11317.0
221378_at,CER1,9350.0
221379_at,,
221380_at,,
221381_s_at,MORF4L1,10933.0
221382_at,OR2N1P /// OR2N1P,
221383_at,NMUR1,10316.0
221384_at,UCP1,7350.0
221385_s_at,FFAR3 /// GPR42,2865.0
221386_at,OR3A2,4995.0
221387_at,NPFFR1,64106.0
221388_at,OR1A1,8383.0
221389_at,PLA2G2E,30814.0
221390_s_at,ASB12 /// MTMR8,55613.0
221391_at,TAS2R14,50840.0
221392_at,TAS2R4,50832.0
221393_at,TAAR3,9288.0
221394_at,TAAR2,9287.0
221395_at,TAS2R13,50838.0
221396_at,TAS2R7,50837.0
221397_at,TAS2R10,50839.0
221398_at,TAS2R8,50836.0
221399_at,EDA2R,60401.0
221400_at,MYO3A,53904.0
221401_at,CACNG5,27091.0
221402_at,OR1F1,4992.0
221403_s_at,INSL6,11172.0
221404_at,IL36A,27179.0
221405_at,,
221406_s_at,MSH5-SAPCD1 /// SAPCD1,401251.0
221407_at,GJD2,57369.0
221408_x_at,PCDHB12,56124.0
221409_at,OR2S2,56656.0
221410_x_at,PCDHB3,56132.0
221411_at,HOXD12,3238.0
221412_at,VN1R1,57191.0
221413_at,KCNAB3,9196.0
221414_s_at,DEFB126,81623.0
221415_s_at,GJA9 /// GJA9-MYCBP /// MYCBP,26292.0
221416_at,PLA2G2F,64600.0
221417_x_at,S1PR5,53637.0
221418_s_at,MED16,10025.0
221419_s_at,,
221420_at,,
221421_s_at,ADAMTS12,81792.0
221422_s_at,MIR600 /// MIR600HG,81571.0
221423_s_at,YIPF5,81555.0
221424_s_at,OR51E2,81285.0
221425_s_at,ISCA1,81689.0
221426_s_at,OR3A3,8392.0
221427_s_at,CCNL2,81669.0
221428_s_at,TBL1XR1,79718.0
221429_x_at,TEX13A,56157.0
221430_s_at,RNF146,81847.0
221431_s_at,OR12D3,81797.0
221432_s_at,SLC25A28,81894.0
221433_at,FGF21,26291.0
221434_s_at,SLIRP,81892.0
221435_x_at,HYI,81888.0
221436_s_at,CDCA3,83461.0
221437_s_at,MRPS15,64960.0
221438_s_at,TEX12,56158.0
221439_at,RBBP9,10741.0
221440_s_at,RBBP9,10741.0
221441_at,GSC2,2928.0
221442_at,MC3R,4159.0
221443_x_at,PRLH,51052.0
221444_at,TAS2R16,50833.0
221445_at,OR1A2,26189.0
221446_at,ADAM30,11085.0
221447_s_at,GLT8D2,83468.0
221448_s_at,TEX15,56154.0
221449_s_at,ITFG1,81533.0
221450_x_at,PCDHB13,56123.0
221451_s_at,OR2W1,26692.0
221452_s_at,TMEM14B,81853.0
221453_at,G6PC2,57818.0
221454_at,,
221455_s_at,LOC101929777 /// WNT3,7473.0
221456_at,TAS2R3,50831.0
221457_s_at,BTNL2,56244.0
221458_at,HTR1F,3355.0
221459_at,TAAR5,9038.0
221460_at,OR2C1,4993.0
221461_at,TAS2R9,50835.0
221462_x_at,KLK15,55554.0
221463_at,CCL24,6369.0
221464_at,OR1D2,4991.0
221465_at,OR6A2,8590.0
221466_at,P2RY4,5030.0
221467_at,MC4R,4160.0
221468_at,XCR1,2829.0
221469_at,GPR32,2854.0
221470_s_at,IL37,27178.0
221471_at,SERINC3,10955.0
221472_at,SERINC3,10955.0
221473_x_at,SERINC3,10955.0
221474_at,MYL12B,103910.0
221475_s_at,RPL15,6138.0
221476_s_at,RPL15,6138.0
221477_s_at,LOC100129518 /// SOD2,6648.0
221478_at,BNIP3L,665.0
221479_s_at,BNIP3L,665.0
221480_at,HNRNPD,3184.0
221481_x_at,HNRNPD,3184.0
221482_s_at,ARPP19,10776.0
221483_s_at,ARPP19,10776.0
221484_at,B4GALT5,9334.0
221485_at,B4GALT5,9334.0
221486_at,ENSA,2029.0
221487_s_at,ENSA,2029.0
221488_s_at,CUTA,51596.0
221489_s_at,SPRY4,81848.0
221490_at,UBAP1,51271.0
221491_x_at,HLA-DQB1 /// HLA-DRB1 /// HLA-DRB3 /// HLA-DRB4 /// HLA-DRB5 /// HLA-DRB6 /// LOC100996809 /// LOC101060835,3119.0
221492_s_at,ATG3,64422.0
221493_at,TSPYL1,7259.0
221494_x_at,EIF3K,27335.0
221495_s_at,TCF25,22980.0
221496_s_at,TOB2,10766.0
221497_x_at,EGLN1,54583.0
221498_at,SNX27,81609.0
221499_s_at,STX16,8675.0
221500_s_at,STX16,8675.0
221501_x_at,LOC101930075 /// NPIPA1 /// NPIPA2 /// NPIPA3 /// NPIPA5 /// NPIPA7 /// NPIPA8 /// PKD1P1,9284.0
221502_at,KPNA3,3839.0
221503_s_at,KPNA3,3839.0
221504_s_at,ATP6V1H,51606.0
221505_at,ANP32E,81611.0
221506_s_at,TNPO2,30000.0
221507_at,TNPO2,30000.0
221508_at,TAOK3,51347.0
221509_at,DENR,8562.0
221510_s_at,GLS,2744.0
221511_x_at,CCPG1 /// DYX1C1-CCPG1,9236.0
221512_at,TMEM222,84065.0
221513_s_at,ALG11 /// UTP14A /// UTP14C,9724.0
221514_at,UTP14A,10813.0
221515_s_at,LCMT1,51451.0
221516_s_at,MIEF1,54471.0
221517_s_at,MED17,9440.0
221518_s_at,USP47,55031.0
221519_at,FBXW4,6468.0
221520_s_at,CDCA8,55143.0
221521_s_at,GINS2,51659.0
221522_at,ANKRD27,84079.0
221523_s_at,RRAGD,58528.0
221524_s_at,RRAGD,58528.0
221525_at,ZMIZ2,83637.0
221526_x_at,PARD3,56288.0
221527_s_at,PARD3,56288.0
221528_s_at,ELMO2,63916.0
221529_s_at,PLVAP,83483.0
221530_s_at,BHLHE41,79365.0
221531_at,WDR61,80349.0
221532_s_at,WDR61,80349.0
221533_at,FAM162A,26355.0
221534_at,C11orf68,83638.0
221535_at,LSG1,55341.0
221536_s_at,LSG1,55341.0
221537_at,PLXNA1,5361.0
221538_s_at,PLXNA1,5361.0
221539_at,EIF4EBP1,1978.0
221540_x_at,GTF2H2 /// GTF2H2B /// GTF2H2C /// GTF2H2C_2,2966.0
221541_at,CRISPLD2,83716.0
221542_s_at,ERLIN2,11160.0
221543_s_at,ERLIN2,11160.0
221544_s_at,MED16,10025.0
221545_x_at,MED16,10025.0
221546_at,PRPF18,8559.0
221547_at,PRPF18,8559.0
221548_s_at,ILKAP,80895.0
221549_at,GRWD1,83743.0
221550_at,COX15,1355.0
221551_x_at,ST6GALNAC4,27090.0
221552_at,ABHD6,57406.0
221553_at,MAGT1,84061.0
221554_at,STRADA,92335.0
221555_x_at,CDC14B,8555.0
221556_at,CDC14B,8555.0
221557_s_at,LEF1,51176.0
221558_s_at,LEF1,51176.0
221559_s_at,MIS12,79003.0
221560_at,MARK4,57787.0
221561_at,SOAT1,6646.0
221562_s_at,SIRT3,23410.0
221563_at,DUSP10,11221.0
221564_at,PRMT2,3275.0
221565_s_at,CALHM2,51063.0
221566_s_at,NOL3,8996.0
221567_at,NOL3,8996.0
221568_s_at,LIN7C,55327.0
221569_at,AHI1,54806.0
221570_s_at,METTL5,29081.0
221571_at,TRAF3,7187.0
221572_s_at,MIR6824 /// SLC26A6,65010.0
221573_at,C7orf25 /// PSMA2,5683.0
221575_at,SCLY,51540.0
221576_at,GDF15,9518.0
221577_x_at,GDF15,9518.0
221578_at,RASSF4,83937.0
221579_s_at,NUDT3 /// RPS10-NUDT3,11165.0
221580_s_at,MIR1304 /// SNORA1 /// SNORA18 /// SNORA32 /// SNORA40 /// SNORA8 /// SNORD5 /// TAF1D,79101.0
221581_s_at,LAT2,7462.0
221582_at,HIST3H2A,92815.0
221583_s_at,KCNMA1,3778.0
221584_s_at,KCNMA1,3778.0
221585_at,CACNG4,27092.0
221586_s_at,E2F5,1875.0
221587_s_at,C19orf24,55009.0
221588_x_at,ALDH6A1,4329.0
221589_s_at,ALDH6A1,4329.0
221590_s_at,ALDH6A1,4329.0
221591_s_at,FAM64A,54478.0
221592_at,TBC1D8,11138.0
221593_s_at,RPL31,6160.0
221594_at,RBM48,84060.0
221595_at,RBM48,84060.0
221596_s_at,RBM48,84060.0
221597_s_at,TMEM208,29100.0
221598_s_at,MED27,9442.0
221599_at,AAMDC,28971.0
221600_s_at,AAMDC,28971.0
221601_s_at,FAIM3,9214.0
221602_s_at,FAIM3,9214.0
221603_at,PEX16,9409.0
221604_s_at,PEX16,9409.0
221605_s_at,PIPOX,51268.0
221606_s_at,HMGN5,79366.0
221607_x_at,ACTB /// ACTG1,60.0
221608_at,WNT6,7475.0
221609_s_at,WNT6,7475.0
221610_s_at,STAP2,55620.0
221611_s_at,PHF7,51533.0
221612_at,LRTM1,57408.0
221613_s_at,ZFAND6,54469.0
221614_s_at,RPH3AL,9501.0
221615_at,BMP8B,656.0
221616_s_at,TAF9B,51616.0
221617_at,TAF9B,51616.0
221618_s_at,TAF9B,51616.0
221619_s_at,MTCH1,23787.0
221620_s_at,APOO,79135.0
221621_at,MIR6516 /// SCARNA16 /// SNHG20,654434.0
221622_s_at,TMEM126B,55863.0
221623_at,BCAN,63827.0
221624_at,TCL6,27004.0
221625_at,,
221626_at,ZNF506,440515.0
221627_at,TRIM10,10107.0
221628_s_at,GLYR1,84656.0
221629_x_at,HGH1,51236.0
221630_s_at,DDX4,54514.0
221631_at,CACNA1I,8911.0
221632_s_at,WDR4,10785.0
221633_at,NCAPH2,29781.0
221634_at,CENPBD1P1 /// RPL23AP7,65996.0
221636_s_at,MARC2,54996.0
221637_s_at,C11orf48 /// LOC102288414,79081.0
221638_s_at,STX16,8675.0
221639_x_at,LOC102723559,102723559.0
221640_s_at,PIDD1,55367.0
221641_s_at,ACOT9,23597.0
221642_at,,
221643_s_at,RERE,473.0
221644_s_at,SLC45A2,51151.0
221645_s_at,ZNF83,55769.0
221646_s_at,ZDHHC11 /// ZDHHC11B,79844.0
221647_s_at,MIR6743 /// RIC8A,60626.0
221648_s_at,AGMAT,79814.0
221649_s_at,PPAN /// PPAN-P2RY11,56342.0
221650_s_at,LOC100996782 /// MED18,54797.0
221651_x_at,IGK /// IGKC,3514.0
221652_s_at,ASUN,55726.0
221653_x_at,APOL2,23780.0
221654_s_at,USP3,9960.0
221655_x_at,EPS8L1,54869.0
221656_s_at,ARHGEF10L,55160.0
221657_s_at,ASB6,140459.0
221658_s_at,IL21R,50615.0
221659_s_at,MYL10,93408.0
221660_at,MYL10,93408.0
221661_at,SLC22A7,10864.0
221662_s_at,SLC22A7,10864.0
221663_x_at,HRH3,11255.0
221664_s_at,F11R,50848.0
221665_s_at,EPS8L1,54869.0
221666_s_at,PYCARD,29108.0
221667_s_at,HSPB8,26353.0
221668_s_at,DNAI2,64446.0
221669_s_at,ACAD8,27034.0
221670_s_at,LHX3,8022.0
221671_x_at,IGK /// IGKC,3514.0
221672_s_at,TRAPPC9,83696.0
221673_s_at,CSNK1G1,53944.0
221674_s_at,CHRD,8646.0
221675_s_at,CHPT1,56994.0
221676_s_at,CORO1C,23603.0
221677_s_at,DONSON,29980.0
221678_at,ABHD6,57406.0
221679_s_at,ABHD6,57406.0
221680_s_at,ETV7,51513.0
221681_s_at,DSPP,1834.0
221682_s_at,PCDHGB6,56100.0
221683_s_at,CEP290,80184.0
221684_s_at,NYX,60506.0
221685_s_at,SPDL1,54908.0
221686_s_at,RECQL5,9400.0
221687_s_at,MVB12B,89853.0
221688_s_at,IMP3,55272.0
