probe_id,gene_symbol,entrez_id
204432_at,SOX12,6666.0
204433_s_at,SPATA2,9825.0
204434_at,SPATA2,9825.0
204435_at,NUPL1,9818.0
204436_at,PLEKHO2,80301.0
204437_s_at,FOLR1,2348.0
204438_at,MRC1,4360.0
204439_at,IFI44L,10964.0
204440_at,CD83,9308.0
204441_s_at,POLA2,23649.0
204442_x_at,LTBP4,8425.0
204443_at,ARSA,410.0
204444_at,KIF11,3832.0
204445_s_at,ALOX5,240.0
204446_s_at,ALOX5,240.0
204447_at,LZTS3,9762.0
204448_s_at,PDCL,5082.0
204449_at,PDCL,5082.0
204450_x_at,APOA1,335.0
204451_at,FZD1,8321.0
204452_s_at,FZD1,8321.0
204453_at,ZNF84,7637.0
204454_at,LDOC1,23641.0
204455_at,DST,667.0
204456_s_at,GAS1,2619.0
204457_s_at,GAS1,2619.0
204458_at,PLA2G15,23659.0
204459_at,CSTF2,1478.0
204460_s_at,RAD1,5810.0
204461_x_at,RAD1,5810.0
204462_s_at,SLC16A2,6567.0
204463_s_at,EDNRA,1909.0
204464_s_at,EDNRA,1909.0
204465_s_at,INA,9118.0
204466_s_at,SNCA,6622.0
204467_s_at,SNCA,6622.0
204468_s_at,TIE1,7075.0
204469_at,PTPRZ1,5803.0
204470_at,CXCL1,2919.0
204471_at,GAP43,2596.0
204472_at,GEM,2669.0
204473_s_at,ZNF592,9640.0
204474_at,ZNF142,7701.0
204475_at,MMP1,4312.0
204476_s_at,PC,5091.0
204477_at,RABIF,5877.0
204478_s_at,RABIF,5877.0
204479_at,OSTF1,26578.0
204480_s_at,C9orf16,79095.0
204481_at,BRPF1,7862.0
204482_at,CLDN5,7122.0
204483_at,ENO3,2027.0
204484_at,PIK3C2B,5287.0
204485_s_at,TOM1L1,10040.0
204486_at,KCNQ1OT1 /// LOC101927338,10984.0
204487_s_at,KCNQ1,3784.0
204488_at,DOLK,22845.0
204489_s_at,CD44,960.0
204490_s_at,CD44,960.0
204491_at,PDE4D,5144.0
204492_at,ARHGAP11A,9824.0
204493_at,BID,637.0
204494_s_at,C15orf39,56905.0
204495_s_at,C15orf39,56905.0
204496_at,STRN3,29966.0
204497_at,ADCY9,115.0
204498_s_at,ADCY9,115.0
204499_at,AGTPBP1,23287.0
204500_s_at,AGTPBP1,23287.0
204501_at,NOV,4856.0
204502_at,SAMHD1,25939.0
204503_at,EVPL,2125.0
204504_s_at,HIRIP3,8479.0
204505_s_at,DMTN,2039.0
204506_at,PPP3R1,5534.0
204507_s_at,PPP3R1,5534.0
204508_s_at,CA12,771.0
204509_at,CA12,771.0
204510_at,CDC7,8317.0
204511_at,FARP2,9855.0
204512_at,HIVEP1,3096.0
204513_s_at,ELMO1,9844.0
204514_at,DPH2,1802.0
204515_at,HSD3B1,3283.0
204516_at,ATXN7,6314.0
204517_at,PPIC,5480.0
204518_s_at,PPIC,5480.0
204519_s_at,PLLP,51090.0
204520_x_at,BRD1,23774.0
204521_at,FAM216A,29902.0
204522_at,DXO,1797.0
204523_at,ZNF140,7699.0
204524_at,LOC101060747 /// PDPK1,5170.0
204525_at,PHF14,9678.0
204526_s_at,TBC1D8,11138.0
204527_at,MYO5A,4644.0
204528_s_at,NAP1L1,4673.0
204529_s_at,TOX,9760.0
204530_s_at,TOX,9760.0
204531_s_at,BRCA1,672.0
204532_x_at,UGT1A1 /// UGT1A10 /// UGT1A4 /// UGT1A6 /// UGT1A8 /// UGT1A9,54575.0
204533_at,CXCL10,3627.0
204534_at,SEBOX /// VTN,7448.0
204535_s_at,REST,5978.0
204536_s_at,,
204537_s_at,GABRE /// MIR224 /// MIR452,2564.0
204538_x_at,NPIPA1,9284.0
204539_s_at,CELSR1,9620.0
204540_at,EEF1A2,1917.0
204541_at,SEC14L2,23541.0
204542_at,ST6GALNAC2,10610.0
204543_at,RAPGEF1,2889.0
204544_at,HPS5,11234.0
204545_at,PEX6,5190.0
204546_at,KIAA0513,9764.0
204547_at,RAB40B,10966.0
204548_at,STAR,6770.0
204549_at,IKBKE,9641.0
204550_x_at,GSTM1,2944.0
204551_s_at,AHSG,197.0
204552_at,INPP4A,3631.0
204553_x_at,INPP4A,3631.0
204554_at,PPP1R3D,5509.0
204555_s_at,PPP1R3D,5509.0
204556_s_at,DZIP1,22873.0
204557_s_at,DZIP1,22873.0
204558_at,RAD54L,8438.0
204559_s_at,LSM7,51690.0
204560_at,FKBP5,2289.0
204561_x_at,APOC2 /// APOC4 /// APOC4-APOC2,344.0
204562_at,IRF4,3662.0
204563_at,SELL,6402.0
204564_at,PCGF3,10336.0
204565_at,ACOT13,55856.0
204566_at,PPM1D,8493.0
204567_s_at,ABCG1,9619.0
204568_at,ATG14,22863.0
204569_at,ICK,22858.0
204570_at,COX7A1,1346.0
204571_x_at,PIN4,5303.0
204572_s_at,PIN4,5303.0
204573_at,CROT,54677.0
204574_s_at,MMP19,4327.0
204575_s_at,MMP19,4327.0
204576_s_at,CLUAP1,23059.0
204577_s_at,CLUAP1,23059.0
204578_at,PPIP5K1,9677.0
204579_at,FGFR4,2264.0
204580_at,MMP12,4321.0
204581_at,CD22,933.0
204582_s_at,KLK3,354.0
204583_x_at,KLK3,354.0
204584_at,L1CAM,3897.0
204585_s_at,L1CAM,3897.0
204586_at,BSN,8927.0
204587_at,SLC25A14,9016.0
204588_s_at,SLC7A7,9056.0
204589_at,NUAK1,9891.0
204590_x_at,VPS33A,65082.0
204591_at,CHL1,10752.0
204592_at,DLG4,1742.0
204593_s_at,MIEF1,54471.0
204594_s_at,MIEF1,54471.0
204595_s_at,STC1,6781.0
204596_s_at,STC1,6781.0
204597_x_at,STC1,6781.0
204598_at,UBOX5,22888.0
204599_s_at,MRPL28,10573.0
204600_at,EPHB3,2049.0
204601_at,N4BP1,9683.0
204602_at,DKK1,22943.0
204603_at,EXO1,9156.0
204604_at,CDK14,5218.0
204605_at,CGRRF1,10668.0
204606_at,CCL21,6366.0
204607_at,HMGCS2,3158.0
204608_at,ASL,435.0
204609_at,CCDC85B,11007.0
204610_s_at,CCDC85B,11007.0
204611_s_at,PPP2R5B,5526.0
204612_at,PKIA,5569.0
204613_at,PLCG2,5336.0
204614_at,SERPINB2,5055.0
204615_x_at,IDI1,3422.0
204616_at,UCHL3,7347.0
204617_s_at,ACD,65057.0
204618_s_at,GABPB1,2553.0
204619_s_at,VCAN,1462.0
204620_s_at,VCAN,1462.0
204621_s_at,NR4A2,4929.0
204622_x_at,NR4A2,4929.0
204623_at,TFF3,7033.0
204624_at,ATP7B,540.0
204625_s_at,ITGB3,3690.0
204626_s_at,ITGB3,3690.0
204627_s_at,ITGB3,3690.0
204628_s_at,ITGB3,3690.0
204629_at,PARVB,29780.0
204630_s_at,GOSR1,9527.0
204631_at,MYH2,4620.0
204632_at,RPS6KA4,8986.0
204633_s_at,RPS6KA5,9252.0
204634_at,NEK4,6787.0
204635_at,RPS6KA5,9252.0
204636_at,COL17A1,1308.0
204637_at,CGA,1081.0
204638_at,ACP5,54.0
204639_at,ADA,100.0
204640_s_at,SPOP,8405.0
204641_at,NEK2,4751.0
204642_at,S1PR1,1901.0
204643_s_at,ENOX2,10495.0
204644_at,ENOX2,10495.0
204645_at,CCNT2,905.0
204646_at,DPYD,1806.0
204647_at,HOMER3,9454.0
204648_at,NPR1,4881.0
204649_at,TROAP,10024.0
204650_s_at,APBB3 /// MIR6831,10307.0
204651_at,NRF1,4899.0
204652_s_at,NRF1,4899.0
204653_at,TFAP2A,7020.0
204654_s_at,TFAP2A,7020.0
204655_at,CCL5,6352.0
204656_at,SHB,6461.0
204657_s_at,SHB,6461.0
204658_at,TRA2A,29896.0
204659_s_at,GFER,2671.0
204660_at,GFER,2671.0
204661_at,CD52,1043.0
204662_at,CCP110,9738.0
204663_at,ME3,10873.0
204664_at,ALPP,250.0
204665_at,SIKE1,80143.0
204666_s_at,SIKE1,80143.0
204667_at,FOXA1,3169.0
204668_at,RNF24,11237.0
204669_s_at,RNF24,11237.0
204670_x_at,HLA-DRB1 /// HLA-DRB4 /// LOC100996809,3123.0
204671_s_at,ANKRD6,22881.0
204672_s_at,ANKRD6,22881.0
204673_at,MUC2,4583.0
204674_at,LRMP,4033.0
204675_at,SRD5A1,6715.0
204676_at,TMEM186,25880.0
204677_at,CDH5,1003.0
204678_s_at,KCNK1,3775.0
204679_at,KCNK1,3775.0
204680_s_at,RAPGEF5,9771.0
204681_s_at,RAPGEF5,9771.0
204682_at,LTBP2,4053.0
204683_at,ICAM2,3384.0
204684_at,NPTX1,4884.0
204685_s_at,ATP2B2,491.0
204686_at,IRS1,3667.0
204687_at,PARM1,25849.0
204688_at,SGCE,8910.0
204689_at,HHEX,3087.0
204690_at,STX8,9482.0
204691_x_at,PLA2G6,8398.0
204692_at,LRCH4 /// SAP25,4034.0
204693_at,CDC42EP1,11135.0
204694_at,AFP,174.0
204695_at,CDC25A,993.0
204696_s_at,CDC25A,993.0
204697_s_at,CHGA,1113.0
204698_at,ISG20,3669.0
204699_s_at,DIEXF,27042.0
204700_x_at,DIEXF,27042.0
204701_s_at,STOML1,9399.0
204702_s_at,NFE2L3,9603.0
204703_at,IFT88,8100.0
204704_s_at,ALDOB,229.0
204705_x_at,ALDOB,229.0
204706_at,INPP5E,56623.0
204707_s_at,MAPK4,5596.0
204708_at,MAPK4,5596.0
204709_s_at,KIF23,9493.0
204710_s_at,WIPI2,26100.0
204711_at,KIAA0753,9851.0
204712_at,WIF1,11197.0
204713_s_at,F5,2153.0
204714_s_at,F5,2153.0
204715_at,PANX1,24145.0
204716_at,CCDC6,8030.0
204717_s_at,SLC29A2,3177.0
204718_at,EPHB6,2051.0
204719_at,ABCA8,10351.0
204720_s_at,DNAJC6,9829.0
204721_s_at,DNAJC6,9829.0
204722_at,SCN3B,55800.0
204723_at,SCN3B,55800.0
204724_s_at,COL9A3,1299.0
204725_s_at,NCK1,4690.0
204726_at,CDH13,1012.0
204727_at,WDHD1,11169.0
204728_s_at,WDHD1,11169.0
204729_s_at,STX1A,6804.0
204730_at,RIMS3,9783.0
204731_at,TGFBR3,7049.0
204732_s_at,TRIM23,373.0
204733_at,KLK6,5653.0
204734_at,KRT15,3866.0
204735_at,PDE4A,5141.0
204736_s_at,CSPG4,1464.0
204737_s_at,MYH6 /// MYH7,4624.0
204738_s_at,KRIT1,889.0
204739_at,CENPC,1060.0
204740_at,CNKSR1,10256.0
204741_at,BICD1,636.0
204742_s_at,PDS5B,23047.0
204743_at,TAGLN3,29114.0
204744_s_at,IARS,3376.0
204745_x_at,MT1G,4495.0
204746_s_at,PICK1,9463.0
204747_at,IFIT3,3437.0
204748_at,PTGS2,5743.0
204749_at,NAP1L3,4675.0
204750_s_at,DSC2,1824.0
204751_x_at,DSC2,1824.0
204752_x_at,PARP2,10038.0
204753_s_at,HLF,3131.0
204754_at,HLF,3131.0
204755_x_at,HLF,3131.0
204756_at,MAP2K5,5607.0
204757_s_at,C2CD2L,9854.0
204758_s_at,C2CD2L,9854.0
204759_at,RCBTB2,1102.0
204760_s_at,NR1D1 /// THRA,7067.0
204761_at,USP6NL /// USP6NL-IT1,9712.0
204762_s_at,GNAO1,2775.0
204763_s_at,GNAO1,2775.0
204764_at,CHURC1-FNTB /// FNTB,2342.0
204765_at,ARHGEF5,7984.0
204766_s_at,NUDT1,4521.0
204767_s_at,FEN1,2237.0
204768_s_at,FEN1,2237.0
204769_s_at,TAP2,6891.0
204770_at,TAP2,6891.0
204771_s_at,TTF1,7270.0
204772_s_at,TTF1,7270.0
204773_at,IL11RA,3590.0
204774_at,EVI2A,2123.0
204775_at,CHAF1B,8208.0
204776_at,THBS4,7060.0
204777_s_at,MAL,4118.0
204778_x_at,HOXB7,3217.0
204779_s_at,HOXB7,3217.0
204780_s_at,FAS,355.0
204781_s_at,FAS,355.0
204782_at,,
204783_at,MLF1,4291.0
204784_s_at,MLF1,4291.0
204785_x_at,IFNAR2,3455.0
204786_s_at,IFNAR2,3455.0
204787_at,VSIG4,11326.0
204788_s_at,PPOX,5498.0
204789_at,FMNL1,752.0
204790_at,SMAD7,4092.0
204791_at,NR2C1,7181.0
204792_s_at,IFT140,9742.0
204793_at,GPRASP1,9737.0
204794_at,DUSP2,1844.0
204795_at,PRR3,80742.0
204796_at,EML1,2009.0
204797_s_at,EML1,2009.0
204798_at,MYB,4602.0
204799_at,ZBED4,9889.0
204800_s_at,DHRS12,79758.0
204801_s_at,DHRS12,79758.0
204802_at,RRAD,6236.0
204803_s_at,RRAD,6236.0
204804_at,TRIM21,6737.0
204805_s_at,H1FX,8971.0
204806_x_at,HLA-F,3134.0
204807_at,TMEM5,10329.0
204808_s_at,TMEM5,10329.0
204809_at,CLPX,10845.0
204810_s_at,CKM,1158.0
204811_s_at,CACNA2D2,9254.0
204812_at,ZW10,9183.0
204813_at,MAPK10,5602.0
204814_at,CADPS,8618.0
204815_s_at,DHX34,9704.0
204816_s_at,DHX34,9704.0
204817_at,ESPL1,9700.0
204818_at,HSD17B2,3294.0
204819_at,FGD1,2245.0
204820_s_at,BTN3A2 /// BTN3A3,10384.0
204821_at,BTN3A3,10384.0
204822_at,TTK,7272.0
204823_at,NAV3,89795.0
204824_at,ENDOG,2021.0
204825_at,MELK,9833.0
204826_at,CCNF,899.0
204827_s_at,CCNF,899.0
204828_at,RAD9A,5883.0
204829_s_at,FOLR2,2350.0
204830_x_at,PSG5,5673.0
204831_at,CDK8,1024.0
204832_s_at,BMPR1A,657.0
204833_at,ATG12,9140.0
204834_at,FGL2,10875.0
204835_at,POLA1,5422.0
204836_at,GLDC,2731.0
204837_at,MTMR9,66036.0
204838_s_at,MLH3,27030.0
204839_at,POP5,51367.0
204840_s_at,EEA1,8411.0
204841_s_at,EEA1,8411.0
204842_x_at,PRKAR2A,5576.0
204843_s_at,PRKAR2A,5576.0
204844_at,ENPEP,2028.0
204845_s_at,ENPEP,2028.0
204846_at,CP,1356.0
204847_at,ZBTB11,27107.0
204848_x_at,HBG1 /// HBG2,3047.0
204849_at,TCFL5,10732.0
204850_s_at,DCX,1641.0
204851_s_at,DCX,1641.0
204852_s_at,PTPN7,5778.0
204853_at,ORC2,4999.0
204854_at,LEPREL2,10536.0
204855_at,SERPINB5,5268.0
204856_at,B3GNT3,10331.0
204857_at,MAD1L1,8379.0
204858_s_at,TYMP,1890.0
204859_s_at,APAF1,317.0
204860_s_at,NAIP,4671.0
204861_s_at,NAIP,4671.0
204862_s_at,NME3,4832.0
204863_s_at,IL6ST,3572.0
204864_s_at,IL6ST,3572.0
204865_at,CA3,761.0
204866_at,JADE3,9767.0
204867_at,GCHFR,2644.0
204868_at,ICT1,3396.0
204869_at,PCSK2,5126.0
204870_s_at,PCSK2,5126.0
204871_at,MTERF1,7978.0
204872_at,TLE4,7091.0
204873_at,PEX1,5189.0
204874_x_at,BAIAP3,8938.0
204875_s_at,GMDS,2762.0
204876_at,ZNF646,9726.0
204877_s_at,TAOK2,9344.0
204878_s_at,TAOK2,9344.0
204879_at,PDPN,10630.0
204880_at,MGMT,4255.0
204881_s_at,UGCG,7357.0
204882_at,ARHGAP25,9938.0
204883_s_at,HUS1,3364.0
204884_s_at,HUS1,3364.0
204885_s_at,MSLN,10232.0
204886_at,PLK4,10733.0
204887_s_at,PLK4,10733.0
204888_s_at,NEURL1,9148.0
204889_s_at,NEURL1,9148.0
204890_s_at,LCK,3932.0
204891_s_at,LCK,3932.0
204892_x_at,EEF1A1,1915.0
204893_s_at,ZFYVE9,9372.0
204894_s_at,AOC3,8639.0
204895_x_at,MUC4,4585.0
204896_s_at,PTGER4,5734.0
204897_at,PTGER4,5734.0
204898_at,SAP30,8819.0
204899_s_at,SAP30,8819.0
204900_x_at,SAP30,8819.0
204901_at,BTRC,8945.0
204902_s_at,ATG4B,23192.0
204903_x_at,ATG4B,23192.0
204904_at,GJA4,2701.0
204905_s_at,EEF1E1,9521.0
204906_at,RPS6KA2,6196.0
204907_s_at,BCL3 /// MIR8085,602.0
204908_s_at,BCL3 /// MIR8085,602.0
204909_at,DDX6,1656.0
204910_s_at,TRIM3,10612.0
204911_s_at,TRIM3,10612.0
204912_at,IL10RA,3587.0
204913_s_at,SOX11,6664.0
204914_s_at,SOX11,6664.0
204915_s_at,SOX11,6664.0
204916_at,RAMP1,10267.0
204917_s_at,MLLT3,4300.0
204918_s_at,MLLT3,4300.0
204919_at,PRH1-PRR4 /// PRR4,11272.0
204920_at,CPS1,1373.0
204921_at,GAS8,2622.0
204922_at,C11orf80,79703.0
204923_at,SASH3,54440.0
204924_at,TLR2,7097.0
204925_at,CTNS,1497.0
204926_at,INHBA,3624.0
204927_at,RASSF7,8045.0
204928_s_at,SLC10A3,8273.0
204929_s_at,VAMP5,10791.0
204930_s_at,BNIP1,662.0
204931_at,TCF21,6943.0
204932_at,TNFRSF11B,4982.0
204933_s_at,TNFRSF11B,4982.0
204934_s_at,HPN,3249.0
204935_at,PTPN2,5771.0
204936_at,MAP4K2,5871.0
204937_s_at,ZNF274,10782.0
204938_s_at,PLN,5350.0
204939_s_at,PLN,5350.0
204940_at,PLN,5350.0
204941_s_at,ALDH3B2,222.0
204942_s_at,ALDH3B2,222.0
204943_at,ADAM12,8038.0
204944_at,PTPRG,5793.0
204945_at,PTPRN,5798.0
204946_s_at,TOP3A,7156.0
204947_at,E2F1,1869.0
204948_s_at,FST,10468.0
204949_at,ICAM3,3385.0
204950_at,CARD8,22900.0
204951_at,RHOH,399.0
204952_at,LYPD3,27076.0
204953_at,SNAP91,9892.0
204954_s_at,DYRK1B,9149.0
204955_at,SRPX,8406.0
204956_at,MTAP,4507.0
204957_at,ORC5,5001.0
204958_at,PLK3,1263.0
204959_at,MNDA,4332.0
204960_at,PTPRCAP,5790.0
204961_s_at,NCF1 /// NCF1B /// NCF1C,653361.0
204962_s_at,CENPA /// SLC35F6,1058.0
204963_at,SSPN,8082.0
204964_s_at,SSPN,8082.0
204965_at,GC,2638.0
204966_at,BAI2,576.0
204967_at,SHROOM2,357.0
204968_at,C6orf47,57827.0
204969_s_at,RDX,5962.0
204970_s_at,MAFG,4097.0
204971_at,CSTA,1475.0
204972_at,OAS2,4939.0
204973_at,GJB1,2705.0
204974_at,RAB3A,5864.0
204975_at,EMP2,2013.0
204976_s_at,AMMECR1,9949.0
204977_at,DDX10,1662.0
204978_at,CLASRP,11129.0
204979_s_at,SH3BGR,6450.0
204980_at,CLOCK,9575.0
204981_at,SLC22A18,5002.0
204982_at,GIT2,9815.0
204983_s_at,GPC4,2239.0
204984_at,GPC4,2239.0
204985_s_at,TRAPPC6A,79090.0
204986_s_at,TAOK2,9344.0
204987_at,ITIH2,3698.0
204988_at,FGB,2244.0
204989_s_at,ITGB4,3691.0
204990_s_at,ITGB4,3691.0
204991_s_at,NF2,4771.0
204992_s_at,PFN2,5217.0
204993_at,GNAZ,2781.0
204994_at,MX2,4600.0
204995_at,CDK5R1,8851.0
204996_s_at,CDK5R1,8851.0
204997_at,GPD1,2819.0
204998_s_at,ATF5,22809.0
204999_s_at,ATF5,22809.0
205000_at,DDX3Y,8653.0
205001_s_at,DDX3Y,8653.0
205002_at,AHDC1,27245.0
205003_at,DOCK4,9732.0
205004_at,NKRF,55922.0
205005_s_at,NMT2,9397.0
205006_s_at,NMT2,9397.0
205007_s_at,CIB2,10518.0
205008_s_at,CIB2,10518.0
205009_at,TFF1,7031.0
205010_at,GNL3L,54552.0
205011_at,VWA5A,4013.0
205012_s_at,HAGH,3029.0
205013_s_at,ADORA2A /// SPECC1L-ADORA2A,135.0
205014_at,FGFBP1,9982.0
205015_s_at,TGFA,7039.0
205016_at,TGFA,7039.0
205017_s_at,MBNL2,10150.0
205018_s_at,MBNL2,10150.0
205019_s_at,VIPR1,7433.0
205020_s_at,ARL4A,10124.0
205021_s_at,FOXN3,1112.0
205022_s_at,FOXN3,1112.0
205023_at,RAD51,5888.0
205024_s_at,RAD51,5888.0
205025_at,ZBTB48,3104.0
205026_at,STAT5B,6777.0
205027_s_at,MAP3K8,1326.0
205028_at,TRO,7216.0
205029_s_at,FABP7,2173.0
205030_at,FABP7,2173.0
205031_at,EFNB3,1949.0
205032_at,ITGA2,3673.0
205033_s_at,DEFA1 /// DEFA1B /// DEFA3,1667.0
205034_at,CCNE2,9134.0
205035_at,CTDP1,9150.0
205036_at,LSM6,11157.0
205037_at,IFT27,11020.0
205038_at,IKZF1,10320.0
205039_s_at,IKZF1,10320.0
205040_at,ORM1,5004.0
205041_s_at,ORM1 /// ORM2,5004.0
205042_at,GNE,10020.0
205043_at,CFTR,1080.0
205044_at,GABRP,2568.0
205045_at,AKAP10,11216.0
205046_at,CENPE,1062.0
205047_s_at,ASNS,440.0
205048_s_at,PSPH,5723.0
205049_s_at,CD79A,973.0
205050_s_at,MAPK8IP2,23542.0
205051_s_at,KIT,3815.0
205052_at,AUH,549.0
205053_at,PRIM1,5557.0
205054_at,NEB,4703.0
205055_at,ITGAE,3682.0
205056_s_at,GPR162,27239.0
205057_s_at,IDUA,3425.0
205058_at,SLC26A1,10861.0
205059_s_at,IDUA,3425.0
205060_at,PARG,8505.0
205061_s_at,EXOSC9,5393.0
205062_x_at,ARID4A,5926.0
205063_at,GEMIN2,8487.0
205064_at,SPRR1B,6699.0
205065_at,ENPP1,5167.0
205066_s_at,ENPP1,5167.0
205067_at,IL1B,3553.0
205068_s_at,ARHGAP26,23092.0
205069_s_at,ARHGAP26,23092.0
205070_at,ING3,54556.0
205071_x_at,XRCC4,7518.0
205072_s_at,XRCC4,7518.0
205073_at,CYP2J2,1573.0
205074_at,SLC22A5,6584.0
205075_at,SERPINF2,5345.0
205076_s_at,MTMR11,10903.0
205077_s_at,PIGF,5281.0
205078_at,PIGF,5281.0
205079_s_at,MPDZ,8777.0
205080_at,RARB,5915.0
205081_at,CRIP1,1396.0
205082_s_at,AOX1,316.0
205083_at,AOX1,316.0
205084_at,BCAP29,55973.0
205085_at,ORC1,4998.0
205086_s_at,NCAPH2,29781.0
205087_at,RWDD3,25950.0
205088_at,MAMLD1,10046.0
205089_at,ZNF7,7553.0
205090_s_at,NAGPA,51172.0
205091_x_at,RECQL,5965.0
205092_x_at,ZBTB1,22890.0
205093_at,PLEKHA6,22874.0
205094_at,PEX12,5193.0
205095_s_at,ATP6V0A1,535.0
205096_at,POM121,9883.0
205097_at,SLC26A2,1836.0
205098_at,CCR1,1230.0
205099_s_at,CCR1,1230.0
205100_at,GFPT2,9945.0
205101_at,CIITA,4261.0
205102_at,TMPRSS2,7113.0
205103_at,C1orf61,10485.0
205104_at,SNPH,9751.0
205105_at,MAN2A1,4124.0
205106_at,CMC4 /// MTCP1,4515.0
205107_s_at,EFNA4,1945.0
205108_s_at,APOB,338.0
205109_s_at,ARHGEF4 /// LOC101930241,50649.0
205110_s_at,FGF13,2258.0
205111_s_at,PLCE1,51196.0
205112_at,PLCE1,51196.0
205113_at,NEFM,4741.0
205114_s_at,CCL3 /// CCL3L1 /// CCL3L3,6348.0
205115_s_at,RBM19,9904.0
205116_at,LAMA2,3908.0
205117_at,FGF1,2246.0
205118_at,FPR1,2357.0
205119_s_at,FPR1,2357.0
205120_s_at,SGCB,6443.0
205121_at,SGCB,6443.0
205122_at,MSANTD3-TMEFF1 /// TMEFF1,8577.0
205123_s_at,MSANTD3-TMEFF1 /// TMEFF1,8577.0
205124_at,MEF2B /// MEF2BNB /// MEF2BNB-MEF2B,4207.0
205125_at,PLCD1,5333.0
205126_at,VRK2,7444.0
205127_at,PTGS1,5742.0
205128_x_at,PTGS1,5742.0
205129_at,NPM3,10360.0
205130_at,MOK,5891.0
205131_x_at,CLEC11A,6320.0
205132_at,ACTC1,70.0
205133_s_at,HSPE1,3336.0
205134_s_at,NUFIP1,26747.0
205135_s_at,NUFIP1,26747.0
205136_s_at,NUFIP1,26747.0
205137_x_at,USH1C,10083.0
205138_s_at,UST,10090.0
205139_s_at,UST,10090.0
205140_at,FPGT,8790.0
205141_at,ANG,283.0
205142_x_at,ABCD1,215.0
205143_at,NCAN,1463.0
205144_at,MFSD7,84179.0
205145_s_at,MYL5,4636.0
205146_x_at,APBA3,9546.0
205147_x_at,NCF4,4689.0
205148_s_at,CLCN4,1183.0
205149_s_at,CLCN4,1183.0
205150_s_at,TRIL,9865.0
205151_s_at,TRIL,9865.0
205152_at,SLC6A1,6529.0
205153_s_at,CD40,958.0
205154_at,LRRN2,10446.0
205155_s_at,SPTBN2,6712.0
205156_s_at,ASIC1,41.0
205157_s_at,JUP /// KRT17,3728.0
205158_at,RNASE4,6038.0
205159_at,CSF2RB,1439.0
205160_at,PEX11A,8800.0
205161_s_at,PEX11A,8800.0
205162_at,ERCC8,1161.0
205163_at,MYLPF,29895.0
205164_at,GCAT,23464.0
205165_at,CELSR3,1951.0
205166_at,CAPN5,726.0
205167_s_at,CDC25C,995.0
205168_at,DDR2,4921.0
205169_at,RBBP5,5929.0
205170_at,STAT2,6773.0
205171_at,PTPN4,5775.0
205172_x_at,CLTB,1212.0
205173_x_at,CD58,965.0
205174_s_at,QPCT,25797.0
205175_s_at,KHK,3795.0
205176_s_at,ITGB3BP,23421.0
205177_at,TNNI1,7135.0
205178_s_at,RBBP6,5930.0
205179_s_at,ADAM8,101.0
205180_s_at,ADAM8,101.0
205181_at,ZSCAN9,7746.0
205182_s_at,ZNF324,25799.0
205183_at,,
205184_at,GNG4,2786.0
205185_at,SPINK5,11005.0
205186_at,DNALI1,7802.0
205187_at,SMAD5,4090.0
205188_s_at,SMAD5,4090.0
205189_s_at,FANCC,2176.0
205190_at,PLS1,5357.0
205191_at,RP2,6102.0
205192_at,MAP3K14,9020.0
205193_at,MAFF,23764.0
205194_at,PSPH,5723.0
205195_at,AP1S1,1174.0
205196_s_at,AP1S1,1174.0
205197_s_at,ATP7A,538.0
205198_s_at,ATP7A,538.0
205199_at,CA9,768.0
205200_at,CLEC3B /// EXOSC7,7123.0
205201_at,GLI3,2737.0
205202_at,PCMT1,5110.0
205203_at,PLD1,5337.0
205204_at,NMB,4828.0
205205_at,RELB,5971.0
205206_at,KAL1,3730.0
205207_at,IL6,3569.0
205208_at,ALDH1L1,10840.0
205209_at,ACVR1B,91.0
205210_at,TGFBRAP1,9392.0
205211_s_at,RIN1,9610.0
205212_s_at,ACAP1,9744.0
205213_at,ACAP1,9744.0
205214_at,STK17B,9262.0
205215_at,RNF2,6045.0
205216_s_at,APOH,350.0
205217_at,TIMM8A,1678.0
205218_at,POLR3F,10621.0
205219_s_at,GALK2,2585.0
205220_at,HCAR3,8843.0
205221_at,HGD,3081.0
205222_at,EHHADH,1962.0
205223_at,DEPDC5,9681.0
205224_at,SURF2,6835.0
205225_at,ESR1,2099.0
205226_at,PDGFRL,5157.0
205227_at,IL1RAP,3556.0
205228_at,RBMS2,5939.0
205229_s_at,COCH,1690.0
205230_at,RPH3A,22895.0
205231_s_at,EPM2A,7957.0
205232_s_at,PAFAH2,5051.0
205233_s_at,PAFAH2,5051.0
205234_at,SLC16A4,9122.0
205235_s_at,KIF20B,9585.0
205236_x_at,SOD3,6649.0
205237_at,FCN1,2219.0
205238_at,TRMT2B,79979.0
205239_at,AREG,374.0
205240_at,GPSM2,29899.0
205241_at,SCO2,9997.0
205242_at,CXCL13,10563.0
205243_at,SLC13A3,64849.0
205244_s_at,SLC13A3,64849.0
205245_at,PARD6A,50855.0
205246_at,PEX13,5194.0
205247_at,NOTCH4,4855.0
205248_at,DOPEY2,9980.0
205249_at,EGR2,1959.0
205250_s_at,CEP290,80184.0
205251_at,PER2,8864.0
205252_at,ZNF174,7727.0
205253_at,PBX1,5087.0
205254_x_at,TCF7,6932.0
205255_x_at,TCF7,6932.0
205256_at,ZBTB39,9880.0
205257_s_at,AMPH,273.0
205258_at,INHBB,3625.0
205259_at,NR3C2,4306.0
