probe_id,log2FC
1552772_at,0.0
1552773_at,0.0034770848750000916
1552774_a_at,-0.35314352287499995
1552775_at,0.0
1552777_a_at,-0.020006974999999816
1552779_a_at,0.01112057100000019
1552782_at,0.003800921999999929
1552783_at,0.03286133762499999
1552785_at,-0.012419063999999924
1552787_at,0.10304106437500016
1552788_a_at,0.0020037197500002435
1552789_at,0.041949649375000675
1552790_a_at,-0.12103105312500162
1552791_a_at,0.28698210125000045
1552792_at,0.0018689562499996093
1552793_at,-0.053537095749999875
1552794_a_at,-0.07139747800000018
1552796_a_at,-0.00018286637499986824
1552797_s_at,0.05067309100000017
1552798_a_at,0.23158662150000042
1552799_at,0.0
1552800_at,0.0212529321249999
1552801_at,-0.004040212125000053
1552803_a_at,0.05667599300000026
1552804_a_at,0.0
1552806_a_at,0.005111070749999946
1552807_a_at,0.007278408625000399
1552808_at,0.006147897499999999
1552809_at,0.02076544349999976
1552811_at,0.07762266649999994
1552812_a_at,0.06780114225000045
1552813_at,-0.007548599249999732
1552814_a_at,0.0
1552816_at,-0.00695989000000008
1552818_a_at,0.0
1552819_at,0.0
1552822_at,-0.01402386199999972
1552825_at,0.0395236575000002
1552826_at,0.016269505374999937
1552827_s_at,0.013319282124999887
1552828_at,0.0
1552829_at,-0.46880602937500004
1552830_at,0.024893265374999807
1552833_at,0.0
1552834_at,0.020160983625000295
1552835_at,0.0
1552836_at,-0.00806574375000002
1552837_at,0.014835425500000277
1552839_at,0.026100149374999937
1552841_s_at,0.0026842025000002323
1552842_at,0.07167272037500005
1552843_at,-0.041927391375000234
1552845_at,-0.01155433137500017
1552846_s_at,0.06235321937500027
1552848_a_at,0.07540972537499924
1552849_at,0.061400771999999826
1552851_at,0.0
1552852_a_at,-0.010937259499999907
1552853_at,0.0
1552854_a_at,0.0
1552856_at,0.007789172624999896
1552857_a_at,0.008031798000000201
1552858_at,0.0
1552860_at,0.03200893612500044
1552862_at,0.04827027637499981
1552863_a_at,-0.05729641212499992
1552865_a_at,0.0
1552867_at,-0.12354477650000018
1552868_at,0.059657300250000045
1552870_s_at,-0.0033208007500000747
1552872_at,0.052559041624999914
1552873_s_at,0.0
1552875_a_at,-0.03230641462500028
1552876_at,0.0009888189999998076
1552877_s_at,0.0
1552878_at,0.0
1552879_a_at,0.010418537499999658
1552880_at,-0.13852035050000033
1552882_a_at,0.019108086499999732
1552884_at,-0.01693552374999996
1552885_a_at,-0.0289390223749999
1552887_at,0.07179529599999945
1552889_a_at,0.13397787300000008
1552890_a_at,0.007576274250000292
1552892_at,0.006396394624999857
1552893_at,0.0
1552895_a_at,-0.031233227375000006
1552897_a_at,-7.223074999984647e-05
1552898_a_at,0.0036698003749999764
1552899_at,0.14018015462500033
1552900_a_at,0.0
1552902_a_at,-0.0026929438750000756
1552903_at,0.0005000175000002827
1552904_at,-0.008613333
1552906_at,-0.00037976524999994155
1552908_at,0.05290350375000008
1552910_at,-5.674237499997403e-05
1552911_at,0.0
1552912_a_at,0.0
1552913_at,-0.012518775624999812
1552914_a_at,-0.021160234250000354
1552915_at,0.05345124049999983
1552917_at,0.011705290124999657
1552919_at,-0.014986806875000092
1552921_a_at,-0.18447432224999982
1552922_at,0.0
1552923_a_at,-0.00091283862499969
1552924_a_at,-0.04872740325000002
1552925_at,0.0
1552927_at,0.020142422624999323
1552928_s_at,0.19492790150000028
1552929_at,0.0
1552930_at,0.01469740725000035
1552931_a_at,-0.08665378300000004
1552932_at,0.0
1552933_at,-0.0160631176249999
1552935_at,-0.08358563912499983
1552937_s_at,-0.23964245174999999
1552938_at,-0.015695178000000087
1552939_at,-0.03192148987500021
1552940_at,0.016828640875000023
1552942_at,0.14635416312500027
1552943_at,0.0
1552944_a_at,0.0
1552946_at,-0.06343880250000034
1552947_x_at,0.08000658937500038
1552948_at,0.09810106087500037
1552950_at,0.05210627375000021
1552952_at,0.04663419800000046
1552953_a_at,-0.009004101499999972
1552954_at,0.00021588987500020806
1552955_at,-0.010483118624999843
1552957_at,0.002429976750000229
1552960_at,-0.009729916625000001
1552961_at,-0.03702519062499965
1552964_at,0.0
1552965_a_at,0.0
1552967_at,0.0
1552969_a_at,0.17415676899999966
1552970_s_at,0.005607730374999509
1552971_at,0.0
1552972_at,-0.01596834324999996
1552973_at,0.004023027250000144
1552974_at,0.0
1552975_x_at,0.006890963500000069
1552976_at,-0.01623617162500013
1552977_a_at,-0.11590659299999917
1552978_a_at,0.035466394374999766
1552979_at,0.007869666374999973
1552980_at,-0.0887616552499999
1552982_a_at,0.0
1552985_at,0.0
1552986_at,0.0
1552987_a_at,0.0
1552988_at,0.010625373124999893
1552990_at,0.0
1552991_at,0.0
1552993_at,0.0
1552995_at,0.0
1552997_a_at,0.0
1552998_at,0.0
1552999_a_at,0.0011321696249999569
1553002_at,0.0
1553003_at,0.003010975500000068
1553004_at,-0.09714522349999966
1553006_at,0.0
1553007_a_at,0.0
1553009_s_at,0.0
1553011_at,0.2005930082500007
1553013_at,0.0
1553015_a_at,-0.07650624287499985
1553016_at,0.013102095749999876
1553019_at,0.0
1553020_at,-5.8264124999762856e-05
1553021_s_at,0.02736585775
1553022_at,0.0
1553023_a_at,0.0015207553750000713
1553024_at,0.0
1553025_at,0.0021273239999999305
1553027_a_at,0.31446281375000007
1553028_at,0.0
1553030_a_at,-0.06772787037500017
1553031_at,0.0
1553032_at,0.0
1553033_at,0.0
1553034_at,0.07634662474999931
1553036_at,0.0
1553037_a_at,0.00799009412500018
1553039_a_at,-0.01676243799999977
1553041_at,0.0
1553042_a_at,-0.00428440287499976
1553043_a_at,-0.17794319287500038
1553044_at,0.0
1553045_at,-0.050619467000000196
1553046_s_at,-0.13277154325000007
1553047_at,-0.03460562300000003
1553048_a_at,-0.14548268537499975
1553051_s_at,0.0
1553052_at,0.015383137375000189
1553053_at,-0.003412197624999891
1553055_a_at,-0.2232085305
1553057_at,0.05114655862500017
1553058_at,-0.03602627650000034
1553059_at,0.0
1553060_at,0.0031790611249999934
1553061_at,0.0
1553062_at,0.08093466475
1553063_at,0.0
1553064_at,-0.010945178125000066
1553066_at,0.0
1553067_a_at,0.019633097999999904
1553069_at,0.0
1553070_a_at,0.11362995387499897
1553071_a_at,0.09708063787500087
1553072_at,0.0
1553074_at,0.6346262303749999
1553075_a_at,0.0
1553076_at,0.0
1553077_at,0.0
1553078_at,0.0
1553079_at,0.02386828750000003
1553080_at,0.037972308125000076
1553081_at,-0.03293893812500004
1553082_at,-0.03926114662499991
1553083_at,0.0
1553084_at,0.041092493250000306
1553086_at,0.0
1553087_at,-0.02416249762499989
1553088_a_at,0.07607781725000029
1553089_a_at,0.0
1553093_a_at,0.0
1553094_at,-0.018175823749999598
1553096_s_at,0.2925077862499994
1553099_at,-0.013193888000000875
1553101_a_at,-0.1922602093750001
1553102_a_at,0.09611961612500153
1553103_at,-0.01618115462500036
1553105_s_at,-0.036929426875000004
1553106_at,0.028882466125000228
1553107_s_at,0.024631306624999905
1553108_at,-0.07698264087500117
1553111_a_at,-0.34900784337500124
1553112_s_at,0.05245919700000101
1553113_s_at,-0.08070779374999937
1553114_a_at,0.060704263875000386
1553115_at,0.004624317624999819
1553117_a_at,0.017091406375000062
1553118_at,-0.24518473824999987
1553120_at,0.007212305749999981
1553122_s_at,-0.00348809625000035
1553123_at,-0.0912898578750001
1553125_x_at,-0.1490718685000001
1553126_a_at,0.0
1553127_a_at,0.03194354350000017
1553129_at,0.22230848762499988
1553130_at,0.10272781949999965
1553131_a_at,0.011445762250000158
1553132_a_at,-0.4704851523750002
1553133_at,-0.29459611650000017
1553134_s_at,-0.005729370000000067
1553136_at,-0.05921803825000005
1553137_s_at,0.06497216212500012
1553138_a_at,-0.029578524875000234
1553139_s_at,0.00370893462499966
1553140_at,0.14602933512500016
1553141_at,0.027927905624999916
1553142_at,0.12162107837500002
1553145_at,-0.3371321140000001
1553146_at,0.0
1553147_at,0.007873786624999823
1553148_a_at,0.0002742873750003483
1553150_at,0.02561701512499992
1553151_at,0.0006621311249999096
1553153_at,-0.04263975187499991
1553155_x_at,0.043131209874999854
1553156_at,0.0
1553157_at,-0.006086670750000245
1553158_at,-0.032057449125000304
1553159_at,-0.0016589148750001392
1553162_x_at,0.17344042187499964
1553163_at,0.1983277547500002
1553165_at,0.03785633237500008
1553166_at,0.0
1553167_a_at,0.18691488099999898
1553168_at,0.0
1553169_at,0.0
1553171_x_at,0.0
1553172_at,-0.20036960487500055
1553174_at,-0.2438981143750003
1553175_s_at,0.09833276537500035
1553176_at,-0.0037559918750003085
1553177_at,-0.007321639250000178
1553178_a_at,0.0
1553179_at,0.13571745025000004
1553180_at,-0.007385604125
1553181_at,-0.0005694196250001227
1553183_at,0.002482309374999936
1553185_at,-0.14961904412500004
1553186_x_at,-0.1539610707500021
1553188_s_at,0.0
1553190_s_at,-0.004096065624999756
1553191_at,0.019240941124999633
1553192_at,0.2731239567500001
1553193_at,0.12758095112499968
1553194_at,0.11719004837499991
1553196_a_at,0.0
1553197_at,-0.0006515118750001214
1553199_at,0.005733954125000107
1553202_at,0.010992394875000144
1553204_at,0.0687864757500023
1553205_at,0.01375598812500023
1553207_at,0.02597403337500026
1553208_s_at,0.012437359250000224
1553209_at,0.0
1553211_at,-0.00454871862500017
1553212_at,0.06391516575000011
1553213_a_at,0.0
1553214_a_at,0.11988240187499999
1553215_s_at,0.1841872678750005
1553216_at,0.08197274287500012
1553217_s_at,0.17966096137499976
1553218_a_at,-0.05010186800000138
1553219_a_at,0.028941872875000385
1553220_at,-0.0016013796249998435
1553221_at,0.03631599237499916
1553222_at,0.0024854604999999808
1553224_at,0.007107363125000266
1553225_s_at,-0.009181337999999428
1553226_at,0.0
1553227_s_at,-0.12008282862499886
1553228_at,0.08520047362500005
1553229_at,-0.0009167181250000489
1553232_at,0.04470873787499974
1553234_at,-0.013322322375000084
1553235_at,0.0
1553237_x_at,0.0
1553238_a_at,0.05798493599999999
1553239_at,-0.011928468749999865
1553241_at,0.0020461967500002842
1553243_at,-0.05505123237500076
1553244_at,-0.0041444912499999376
1553246_a_at,0.015226726249999878
1553247_a_at,-0.12099376824999997
1553248_at,0.13301133437500035
1553249_at,0.0
1553252_a_at,-0.010766908875000425
1553253_at,-0.07219712537500023
1553254_at,0.0
1553255_at,0.0026234547500001426
1553257_at,0.0
1553258_at,0.0
1553260_s_at,0.009576168875000235
1553261_x_at,-0.025903962500000155
1553262_a_at,0.0
1553263_at,0.0010858391249999322
1553264_a_at,0.09048837675000065
1553265_at,-0.057105659374999895
1553266_at,0.0
1553267_a_at,0.08063815462499946
1553268_at,0.0
1553269_at,-0.05900999124999995
1553271_at,-0.12258525062499981
1553272_at,0.0
1553274_a_at,-0.1480763303750008
1553275_s_at,-0.06515158774999996
1553276_at,0.0
1553277_at,0.0
1553279_at,0.007889826499998698
1553280_at,0.07604126224999996
1553281_at,0.000264595875000051
1553282_at,0.0
1553284_s_at,-0.07397471875000017
1553285_s_at,0.0550807575000003
1553286_at,-0.3448841604999995
1553288_a_at,0.01434446862500005
1553292_s_at,-0.07919338912499896
1553293_at,0.0
1553295_at,0.0
1553296_at,0.0
1553297_a_at,-0.09953386649999985
1553298_at,0.0451607998750001
1553299_at,-0.00018415437500030052
1553300_a_at,-8.799175000007153e-05
1553301_a_at,-0.1894646866249996
1553303_at,0.0
1553304_at,0.06838458562500005
1553306_at,0.0
1553310_at,0.0
1553311_at,-0.9439537001249998
1553313_s_at,0.0022114946250000322
1553314_a_at,-0.0019390850000000626
1553315_at,0.004003688000000061
1553316_at,0.0
1553317_s_at,-0.005197742625000057
1553318_at,0.0
1553319_at,0.0
1553320_s_at,0.0
1553321_a_at,-0.06480638749999956
1553322_s_at,-0.04257495575000103
1553323_a_at,0.0
1553325_at,0.0
1553326_at,0.0
1553327_a_at,-0.00029244974999986795
1553328_a_at,0.07892536275000017
1553329_at,-0.016163090375000078
1553330_at,0.0
1553333_at,0.0
1553335_x_at,0.018158619750000327
1553336_a_at,0.08777565137499987
1553338_at,0.13130560099999977
1553340_s_at,-0.011450398000000028
1553341_at,0.0
1553344_at,0.0
1553346_a_at,0.0
1553347_s_at,0.0
1553348_a_at,0.032356595499999585
1553349_at,-0.43538217575000004
1553350_at,0.0
1553351_at,0.0
1553352_x_at,0.007517876500000131
1553354_a_at,0.012477673999999883
1553355_at,-0.00034304737499990523
1553356_at,0.0
1553357_at,-0.027129806500000075
1553359_at,0.07239577062500002
1553361_x_at,0.007902395999999978
1553362_at,0.0
1553363_at,0.026958313374999765
1553364_at,0.0
1553365_at,0.0011073640000001106
1553366_s_at,-0.30144635287500243
1553367_a_at,0.010507249125000229
1553369_at,0.0
1553371_at,0.011786747249999951
1553372_at,-0.08027303750000003
1553373_at,0.0
1553374_at,0.000790810874999881
1553375_at,-0.012893947874999867
1553376_a_at,0.0
1553378_a_at,-4.970125000003378e-05
1553380_at,-0.03353301612500026
1553383_at,-0.0035525452499998167
1553385_at,0.011561668250000157
1553386_at,0.0
1553387_at,0.039162870875000255
1553388_at,0.003923108249999974
1553389_at,-0.03271451624999999
1553390_at,0.0
1553391_at,0.043857602874999735
1553392_at,-0.00044765300000015884
1553394_a_at,0.0
1553395_a_at,0.326918611125
1553396_a_at,0.3872919595000006
1553397_at,0.0
1553398_at,0.0013763171250000816
1553399_a_at,0.00144928724999982
1553400_a_at,-0.07086462262500026
1553401_at,9.900587500011326e-05
1553402_a_at,-0.014727113499999778
1553403_at,0.0
1553405_a_at,-0.07635129587499989
1553407_at,-0.09092795749999993
1553409_at,0.0
1553410_a_at,-0.13147325437499946
1553411_s_at,0.0
1553412_at,0.0
1553413_at,0.0
1553415_at,-0.0006474975000001493
1553417_at,-0.00019989950000010026
1553418_a_at,0.0014877758749998193
1553420_at,0.04838176612499989
1553422_s_at,-0.0067630420000028835
1553423_a_at,-0.03387882549999999
1553424_at,0.030952087250000204
1553425_at,0.028163355125000233
1553426_at,0.015239769999999986
1553427_at,0.0
1553428_at,0.0
1553429_at,0.0
1553430_a_at,0.0
1553432_s_at,-0.02634359812499998
1553433_at,0.008756326374999901
1553434_at,0.0057295556249998825
1553435_at,0.01580562125000018
1553436_at,0.0
1553437_at,-0.0003215624999999278
1553438_at,-0.020346701999999883
1553439_at,0.0
1553440_at,0.0
1553441_at,0.0
1553442_a_at,0.0
1553443_at,0.0
1553444_a_at,-0.07494133250000079
1553446_at,0.0
1553447_at,0.06381307950000004
1553448_at,-0.061647665375000216
1553449_at,0.006808957625000112
1553450_s_at,0.0
1553451_at,0.0
1553452_at,-0.0009476811249999884
1553453_at,-0.0008414321249996526
1553454_at,0.2027149346249999
1553456_at,0.0
1553457_at,0.0
1553458_at,0.014531767125000261
1553459_at,0.0
1553460_at,0.0
1553461_at,0.0
1553462_at,0.01581607099999971
1553464_at,0.0
1553465_a_at,0.0
1553466_at,0.0
1553467_at,0.0
1553468_at,0.0
1553470_at,-0.02258682125
1553471_at,0.14100592662500055
1553472_at,0.011395096374999802
1553474_at,0.018964116749999427
1553475_at,0.0023276760000001673
1553478_at,0.0
1553479_at,-0.0008897816250001966
1553482_at,0.0
1553483_at,-0.0009483913750001349
1553484_at,0.03942515325000029
1553485_at,0.026305881749999926
1553486_a_at,0.0
1553488_at,0.0
1553489_a_at,0.0
1553491_at,0.0041137794999999144
1553492_a_at,0.007093646499999551
1553493_a_at,0.21743985624999995
1553494_at,0.0
1553497_at,-0.014251183874999906
1553498_at,0.04323070587500011
1553499_s_at,0.08590968662499998
1553500_at,0.009551285125000142
1553502_a_at,-0.04389546762499963
1553504_at,-0.004481161000000178
1553505_at,0.0
1553506_at,-0.00041328874999990717
1553507_a_at,0.0
1553508_at,-0.001994145250000301
1553510_s_at,0.09189777237499985
1553511_at,0.006305080500000226
1553512_at,-0.04566417987499971
1553513_at,0.0
1553514_a_at,0.019533452625000614
1553515_at,-0.0011021191250000228
1553517_at,-0.016070228250000262
1553518_at,0.011627182250000256
1553519_at,-0.013411840499999883
1553521_at,0.005672443124999926
1553523_at,0.0
1553524_at,0.0
1553525_at,0.0
1553526_at,0.0
1553527_at,0.0
1553528_a_at,0.023035152249999413
1553529_at,0.0
1553530_a_at,0.28473864200000065
1553531_at,0.003803801125000117
1553532_a_at,0.028551866124999936
1553533_at,-0.41729701962500076
1553534_at,-0.011218764000000103
